population,treatment,ancestor_id,topt,tmin,tmax,rsqr,a,b,w,s
1,N,anc2,33.28113606316601,-4.457800482276077,39.9719789687519,0.9883047429565084,-2.383680809055427,0.1229601681636438,44.429779451027976,-2.1830769459807393
10,L,anc2,32.999596313442105,-54.00249683002877,39.997958310066856,0.8660648652161643,-2.3978197826472587,0.13139660298299974,94.00045514009562,-1.3327199304548836
11,N,anc4,32.55280920009162,-10.189822864403716,39.89186763594698,0.9709463094712182,-2.0763019831659055,0.11286141576791757,50.081690500350696,-1.849067688223758
14,S,anc2,34.744735929575235,-48.39678756994747,40.06033167154696,0.8601349976975667,-3.3722112595419462,0.17609798370446053,88.45711924149442,-0.7446442593511974
15,S,anc4,33.3362007137574,-43.63218919356232,40.034307446163666,0.868454194027049,-2.2748155782151604,0.1363035723598872,83.66649663972598,-0.9609640848801664
16,B,anc5,34.6146232891665,-7.917166343386554,40.032946427022445,0.8889134498477027,-3.571400201986665,0.16104711950960598,47.95011277040899,-0.9780909220716413
17,P,anc2,34.33291719038453,-54.06712353740704,40.026676081380266,0.9292143917380689,-2.8888625179967136,0.16431868829671248,94.09379961878732,-1.093669430919058
18,S,anc5,34.255014984947074,-24.360968547860622,40.00548638698661,0.9562367756767605,-3.2796954698318075,0.1568385936031351,64.36645493484724,-1.6187644886113368
19,B,anc2,35.00640001184335,-27.928322170610215,40.00904496217805,0.9541694555753645,-3.876645933883271,0.18400477807285703,67.93736713278827,-1.3235876801888904
2,BS,anc3,34.85238833714027,-48.94256475277499,39.97293386032528,0.8477113947843322,-3.8939004176663374,0.18335779920811004,88.91549861310028,-0.9789834532684323
20,L,anc4,34.028635716193484,-44.95523930309302,39.95731958303818,0.9593636651784594,-3.0952572000140113,0.15601068776417196,84.91255888613121,-1.7806111860882132
21,B,anc4,34.690906096091,-37.85782701728824,40.03159557814653,0.8720167894698297,-3.3798156199903517,0.17345790339072192,77.88942259543477,-0.7654759267384714
22,C,cc1690,33.937842991781935,-34.867837941477944,40.00699317287078,0.9752572744483711,-2.6727044003290934,0.15023403014237754,74.87483111434872,-1.6674068333510543
23,L,anc5,35.29377601186846,-23.27066292508612,40.02735513858703,0.9330998702667357,-4.308772439708625,0.19418142705570887,63.298018063673155,-1.1474946506174715
