file_name,file_path,plate_well,plate,well,fsc_a,ssc_a,fl1_a,fl2_a,fl3_a,fl4_a,fsc_h,ssc_h,fl1_h,fl2_h,fl3_h,fl4_h,width,time
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,927849,5970476,389,422,1612,80,1742180,13683983,294,163,1585,287,49,611
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,365137,34630,0,887,0,1,136301,14107,198,217,436,285,174,611
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,4880416,151048,0,566,3451,0,1839567,52568,121,172,1109,337,314,611
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,6111046,0,1787,1512,0,0,7407020,371973,3650,1399,335,307,87,611
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,5368593,3572655,3678,803,903,463,5115733,2726524,3856,819,1107,478,105,611
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,401464,2379972,439,291,92,259,1019236,12727783,309,187,0,160,31,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,7076414,14591414,865,510,3454,338,7422112,0,385,160,1489,235,77,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,428562,1094770,356,228,736,294,1241951,2801568,250,190,820,176,41,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,899999,88014,712,0,1658,0,298796,25365,313,62,1029,393,214,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,12266964,269721,1319,609,0,0,4234037,73056,298,186,945,355,364,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,5871676,0,1395,1082,0,0,6846563,355554,1873,778,0,367,85,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,6588893,4090658,5167,717,2020,710,5110056,2305560,4138,1156,1178,505,130,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,616675,5989036,313,57,981,41,1216520,16674562,206,39,2154,84,44,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,8392080,16332843,707,39,6263,424,7508898,0,235,69,2156,349,131,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,2503384,9429156,500,344,6818,155,4028704,11086753,288,161,4246,376,85,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,347576,53409,144,0,416,489,126878,16109,182,33,900,571,182,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,60448,0,371,4,307,316,52862,2068,201,58,585,276,60,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,3678770,143701,0,121,2700,260,1252303,39696,196,110,1193,355,236,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,6514422,0,1858,1585,0,0,7378195,268505,3572,1113,812,96,92,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,5230108,3552108,3420,717,2049,86,5113056,2825346,3625,1092,1275,293,103,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,4607310,4043472,13,0,51711,5260,16150655,16723096,222,0,2435,673,912,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,57167,645140,344,205,644,186,139149,1472619,199,82,850,132,28,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,1508167,4455453,384,0,944,620,2340001,5561129,204,17,1389,393,75,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,1981825,4879326,487,224,2639,299,2333504,6133186,386,147,1751,440,91,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,403871,2806052,110,219,256,134,1201904,13394449,28,79,278,208,35,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,7585845,13590751,290,608,2874,274,7777656,16701525,188,239,1743,301,77,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,418872,1148871,180,209,923,217,1123179,3383402,133,155,813,209,39,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,247136,578550,84,177,1421,66,388678,911176,84,112,784,220,49,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,1189744,127573,0,0,0,16,400571,37802,124,101,1273,325,226,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,15375652,393274,0,0,0,0,5296351,87719,85,95,895,279,368,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,5805970,0,518,774,0,0,7066065,513692,953,382,0,328,83,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,1555713,4738522,995,0,656,534,592637,2414944,273,88,413,513,231,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,317681,530498,0,71,428,534,113784,259993,131,93,443,319,160,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,6799732,4156778,4437,1011,1563,1241,5145099,2305591,4038,1212,1598,609,133,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,4056846,14612074,0,0,48012,3698,16162750,16587288,146,39,2544,520,955,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,572066,4862016,17,133,1033,299,1285879,16743121,67,62,1085,269,36,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,8143107,14653359,475,707,8779,0,7626727,0,392,258,3086,403,122,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,622335,73528,502,239,925,0,283973,23244,214,93,1047,161,158,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,8181774,225834,0,393,0,0,4050576,77088,143,164,720,280,262,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,5641770,0,1518,992,0,0,8102912,636375,2968,846,0,66,74,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,74830,0,222,255,259,291,70446,43020,181,184,119,219,54,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,283136,102944,84,18,761,123,362651,255640,99,58,737,126,75,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,190680,266502,137,202,612,149,221205,452328,57,241,516,211,59,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,3313532,3520218,2821,866,946,648,4445590,4483145,3066,745,1114,558,75,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,469035,116730,37,0,0,0,193325,60005,158,54,993,206,195,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,8627748,661295,858,119,0,0,3631131,180749,355,109,965,296,265,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,3857273,0,389,390,0,0,6032536,587816,626,189,0,0,60,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,1838764,3058413,563,325,0,13,3826764,4411603,616,195,0,297,51,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,1156711,0,0,0,0,75,72441,0,24,0,1569,674,1001,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,4704119,1147993,0,0,615,0,1296969,176922,120,123,738,284,306,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,7439653,4808764,27688,8158,15184,0,15990691,0,18785,5670,8176,727,563,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,12709648,0,0,6305,0,0,8330042,884091,1284,399,0,339,1001,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,1287478,16190059,5921,0,65524,6202,16028142,16741197,513,14,3289,572,1001,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,154005,244233,235,0,0,0,53295,66693,219,98,976,189,149,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,659224,374298,0,0,694,492,160604,69647,127,116,1151,501,265,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,5044934,544603,0,0,1301,723,1343127,84528,211,106,1099,424,376,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,4300239,958401,0,0,0,490,14570316,141136,203,114,947,336,471,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,7802475,1947974,7556,608,3134,0,16066315,16755155,4211,1208,1237,465,872,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,8142735,0,0,7067,0,0,6696103,364002,721,412,0,312,1001,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,6329806,5795579,1341,489,9678,765,3351786,16593366,323,236,3152,578,226,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,6698310,3992463,4696,1365,979,86,5293004,2342311,4315,981,1053,291,127,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,14325671,10207828,1085,0,47502,6304,15940860,16540806,313,119,2232,811,970,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,575760,5881318,228,299,1263,114,1116587,16057871,117,133,1303,291,47,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,9391159,9889685,587,574,15908,912,6524760,16421995,236,210,3826,706,113,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,593272,8625029,189,256,3479,245,1098829,15072535,91,118,2692,323,52,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,262757,62974,473,488,307,0,84108,17856,240,186,555,295,192,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,4248338,133957,769,0,3329,0,1567258,53508,215,111,1036,407,303,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,5850164,0,2408,1917,0,0,7182031,512621,5312,1975,921,144,90,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,5215183,3641027,3662,1095,862,259,5081049,2931008,3952,942,1098,336,104,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,319867,3580593,116,166,140,137,1119361,15548738,36,118,419,133,29,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,4314361,6903857,347,238,3936,365,6280259,15811875,206,142,2297,284,82,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,3019250,6866080,421,0,2346,186,4491870,8662623,252,19,2193,203,91,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,1411901,7688504,737,590,4329,243,1399494,5957756,363,206,1967,595,122,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,568032,3698502,213,238,0,117,1602530,15004023,208,140,175,84,36,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,33998,342392,278,48,97,353,55091,539572,283,51,269,275,32,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,168686,136789,0,566,1107,290,50940,34185,103,226,897,358,162,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,1171491,191792,0,669,0,0,373101,47783,79,207,959,285,264,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,14508805,485926,0,0,0,657,4743354,101674,25,142,739,478,379,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,5829282,0,690,959,0,30,6889791,368563,928,341,0,432,84,612
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,6611112,4099132,4924,1148,2243,958,5124452,2338030,3489,1118,1993,378,131,613
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,2270495,13576603,2144,0,50207,3602,16148766,16641933,403,71,2822,650,948,613
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,366950,37930,0,0,0,0,146285,15895,141,58,1005,264,167,613
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,4761660,164226,0,0,0,0,1855570,51935,159,173,996,211,318,613
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,6054837,0,1664,846,0,0,7248474,393063,4051,1298,0,22,86,613
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,5388376,3598102,4010,959,827,418,5119375,2725875,4496,954,1384,494,106,613
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,5235421,2494589,1816,0,47986,5057,16112303,16538326,329,102,2159,564,922,613
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,432480,4232279,226,54,2029,174,973291,5742601,114,44,2544,336,60,613
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,1151050,3921652,549,0,1467,57,2891377,4821932,223,3,1648,96,59,613
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,448763,4145190,92,46,873,271,1157995,15634055,78,48,1248,220,30,613
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,10488422,13815927,538,147,6359,103,10603286,0,240,90,2625,222,116,613
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,4085480,14066508,670,414,4430,240,1421762,5381701,230,192,1352,416,275,613
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,200270,86133,162,412,0,223,67783,24974,156,129,956,471,157,613
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,1168626,75451,0,1001,754,0,429351,27955,99,162,952,616,207,613
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,13685039,301929,0,1709,772,0,4899722,79740,115,270,910,250,349,613
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,6019199,0,254,1135,0,0,6758858,264615,1240,529,0,133,88,613
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,6895929,4269244,5367,1345,2084,827,5107637,2326701,3765,1114,1295,642,136,613
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,423135,4718698,444,0,1272,402,929742,13519281,210,48,1148,479,44,613
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,7166914,1000729,1105,157,1395,1457,5287049,0,376,170,1084,823,104,613
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,409997,3890933,643,214,100,20,910011,7589680,283,128,571,137,52,613
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,108450,55564,357,0,848,705,56715,23209,239,46,969,366,102,613
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,858565,104619,1059,142,0,0,486466,34654,384,150,541,144,158,613
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,10875330,274425,1414,227,204,0,6211686,96864,251,187,744,155,227,613
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,5293451,0,1708,1276,0,0,8246644,733795,3077,1064,566,118,74,613
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,892102,0,0,6026,0,0,51876,0,248,399,167,476,1001,613
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,3145304,3504941,2893,567,729,543,4607816,4550882,2555,545,1058,348,69,613
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A08,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A08,70,A08,10539176,5862941,5398,0,58430,6094,16055814,0,404,31,3373,500,995,613
