file_name,file_path,plate_well,plate,well,fsc_a,ssc_a,fl1_a,fl2_a,fl3_a,fl4_a,fsc_h,ssc_h,fl1_h,fl2_h,fl3_h,fl4_h,width,time
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,52384,4911,153,181,6,7,74263,6981,132,55,0,89,39,162
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,49631,105058,0,111,489,66,67906,160846,0,84,446,51,38,162
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,42188,5488,424,212,455,288,64222,8720,325,88,334,493,35,163
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,66919,6809,0,177,306,237,106392,11510,166,132,224,334,41,164
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,52838,5938,318,113,97,111,60029,7632,189,176,289,168,48,164
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,30161,1691,98,241,313,188,53867,3991,47,262,321,200,28,164
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,527802,43619,0,145,888,231,794282,66222,20,94,491,193,61,164
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,620998,22035,0,499,0,404,681282,24106,0,197,420,254,82,165
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,118075,6675,457,528,518,0,74888,5138,258,283,460,149,91,165
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,61261,9295,354,34,0,390,56435,7644,202,131,248,166,57,166
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,63977,8964,1390,570,274,7,114658,13128,1009,447,377,95,37,167
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,54138,7562,80,100,94,0,64611,10744,127,90,25,59,43,167
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,370750,105540,105,58,457,753,554381,154180,79,88,338,440,57,168
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,367679,17412,330,237,266,435,483471,19613,209,156,443,350,69,168
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,90416,12674,0,344,304,168,148105,19803,0,152,295,111,41,168
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,75533,4517,140,0,239,100,107280,6007,30,0,158,111,45,168
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,218666,12981,8,555,0,537,335528,18037,47,265,327,278,56,169
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,852520,125152,402,227,0,723,859326,148115,229,138,151,303,81,169
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,57306,4157,0,280,138,375,100903,6723,0,185,89,344,38,169
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,36495,3044,157,191,591,75,60340,5535,177,139,406,79,32,170
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,323572,22972,87,76,394,12,493261,34559,67,77,241,250,57,171
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,87611,6540,0,83,614,74,140705,8964,0,77,402,102,42,171
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,50621,2933,0,12,10,80,65825,4351,7,35,298,111,42,171
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,31858,5107,0,64,0,188,65589,8368,5,115,83,119,27,171
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,1091760,79191,204,0,198,415,1460869,107209,196,0,231,362,70,172
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,314886,11980,137,58,251,131,468576,18543,259,42,419,171,58,172
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,138456,11473,177,0,222,143,200132,16219,76,43,50,234,49,175
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,380251,64577,794,226,1405,342,523963,83750,532,159,694,323,60,175
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,46599,4908,137,182,551,69,83325,8978,62,97,424,0,33,175
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,54287,3461,20,18,566,154,96504,6351,117,107,341,174,34,176
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,46708,4874,62,150,508,182,75853,7311,32,61,291,121,36,176
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,49571,5917,125,75,284,80,66323,9444,50,84,287,112,42,176
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,152340,11798,271,168,205,327,251983,16907,215,164,171,191,46,176
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,34517,14565,223,283,419,159,58464,24196,179,117,237,224,32,177
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,62733,5337,0,73,307,197,106184,8434,76,76,181,268,37,177
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,87387,5331,339,0,149,131,140480,8429,188,0,173,183,42,178
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,38137,6549,204,113,379,50,57912,10247,144,52,270,72,34,178
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,30429,3203,248,138,431,355,52946,6221,253,85,254,185,29,180
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,33495,2999,178,106,265,245,51810,4377,86,30,268,224,33,180
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,41843,4738,119,69,123,3,68863,7258,127,96,144,55,34,180
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,53495,7033,84,0,245,123,66794,11137,84,28,187,113,42,180
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,66369,4525,175,104,356,336,109899,7950,121,119,291,296,39,180
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,232499,18588,503,128,441,177,340912,26928,239,140,379,221,53,181
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,63117,8577,0,122,249,0,72685,11138,0,58,181,75,49,181
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,157073,57024,582,425,1769,15416,181250,46829,202,259,968,7671,65,181
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,36642,3619,278,182,367,223,70133,5799,156,162,217,195,30,181
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,61977,6713,350,297,326,250,99734,10711,181,228,285,355,37,181
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,55589,5891,150,238,280,46,82520,8985,129,121,308,181,36,181
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,170291,12555,220,279,99,146,258611,16544,165,192,358,197,52,181
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,52490,4458,174,0,707,424,75978,6728,113,117,302,346,39,182
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,43747,4365,280,106,0,230,65133,6811,194,45,80,146,36,182
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,74569,5929,0,34,452,602,131002,9475,4,53,265,483,38,183
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,43938,2872,357,40,0,202,74283,4375,204,7,0,190,34,183
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,38134,4332,310,13,391,77,69788,6644,213,0,168,22,32,183
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,48450,4660,38,210,355,305,61399,8105,57,194,244,188,43,184
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,774598,30642,0,0,190,336,820342,30997,108,67,355,331,91,184
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,80766,4984,125,157,320,412,117915,6151,103,32,306,229,44,185
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,86287,7659,228,156,0,0,149815,11031,151,35,0,0,41,185
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,34833,5196,93,464,0,71,51161,7437,92,281,0,195,34,185
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,205284,11373,144,113,0,273,339502,18159,118,110,240,188,50,185
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,65969,8628,313,100,92,214,91268,13247,198,54,162,138,43,185
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,92728,7590,132,111,641,356,154423,10837,69,123,635,265,42,186
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,108537,7530,105,312,559,415,178888,10446,76,136,549,333,45,186
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,43759,3714,263,290,236,155,83782,6195,207,220,517,263,33,186
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,146372,37092,138,0,626,427,214631,54693,105,58,398,402,50,186
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,47019,5258,277,0,22,228,89121,9122,167,25,62,333,32,186
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,48769,3319,415,114,603,322,77920,5935,196,87,351,278,37,187
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,94752,6945,293,184,266,262,160519,10071,173,146,402,317,42,187
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,63174,5211,140,280,374,0,103970,6969,169,200,449,252,39,188
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,606329,68585,839,188,470,413,549789,76817,383,102,382,240,85,189
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,261131,39212,186,100,0,273,241259,47216,231,146,102,394,73,189
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,84819,6442,160,228,207,211,129945,11818,159,199,311,199,41,189
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,46912,5772,0,214,528,86,85512,9718,0,115,387,75,36,190
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,188647,12532,0,0,716,223,190737,12183,32,120,558,229,68,190
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,132941,12604,207,6,452,211,183639,18551,131,5,624,311,51,191
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,89800,26523,290,325,958,580,126428,39696,204,155,577,312,46,191
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,29804,1768,269,184,277,223,54851,3002,228,129,258,128,28,191
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,44851,3983,406,75,390,180,80466,6418,249,28,266,152,33,192
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,26264,2355,168,107,446,92,52535,5100,58,36,251,90,25,192
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,67711,4793,225,68,368,128,109236,7739,133,20,545,81,39,192
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,331711,21360,108,99,408,291,480695,29747,162,133,463,254,62,192
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,101097,39370,356,0,399,234,158287,61455,195,0,281,251,44,193
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,32317,4607,423,85,260,192,61007,8125,298,18,312,132,29,193
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,1066493,92220,251,32,740,413,1456135,129784,232,149,693,339,69,193
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,41967,4761,253,59,227,280,82034,8576,232,91,190,153,31,193
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,65542,5443,256,0,733,78,114632,9048,156,119,585,126,37,194
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,44746,2358,290,161,0,379,75908,4503,277,137,99,240,36,195
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,47670,2413,371,47,745,239,83893,4410,256,62,663,328,34,195
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,41921,3733,137,160,0,364,68680,6355,92,76,0,218,33,196
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,312422,22172,7,191,688,120,446171,32880,63,158,418,179,57,196
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,58307,5674,16,0,265,0,62984,8039,57,0,144,0,48,196
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,47389,5998,114,244,400,27,79682,8785,94,254,642,176,34,197
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,29658,2254,71,189,370,58,60832,4688,77,79,318,159,26,197
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,29982,2711,174,133,344,74,56759,5821,149,40,162,185,27,197
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,103991,9846,298,376,0,140,142110,14064,158,310,91,139,48,198
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,518685,40413,223,135,242,101,720056,57279,142,55,199,207,62,198
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,54276,4117,193,241,310,0,93881,6945,83,159,333,0,37,198
flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul-chlamee-acclimated-70/A02,flow-cytometry-data/chlamee-acclimated/50ul/20181120_174537-50ul,70/A02,70,A02,37068,3172,196,22,207,94,59958,4465,145,23,200,140,34,199
