file_name,path,plate,well,date_time,RFU,unique_id,replicate,colour,x,Population,Ancestor_ID,Treatment,Note,temperature,population_id,round,keep
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate16,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,16,F02,2018-09-26T23:59:31Z,10,F02_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,35,16_F02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate16,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,16,G02,2018-09-26T23:59:31Z,10,G02_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,35,16_G02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate20,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,20,B02,2018-09-27T00:29:33Z,7,B02_35_Anc 4_BS,NA,w,NA,35,Anc 4,BS,NA,12,20_B02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate20,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,20,C02,2018-09-27T00:29:33Z,12,C02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,12,20_C02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate20,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,20,D02,2018-09-27T00:29:33Z,12,D02_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,12,20_D02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate20,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,20,E02,2018-09-27T00:29:33Z,13,E02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,12,20_E02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate20,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,20,F02,2018-09-27T00:29:33Z,7,F02_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,12,20_F02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate20,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,20,G02,2018-09-27T00:29:33Z,6,G02_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,12,20_G02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate24,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,24,B02,2018-09-27T00:59:10Z,7,B02_35_Anc 4_BS,NA,w,NA,35,Anc 4,BS,NA,8,24_B02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate24,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,24,C02,2018-09-27T00:59:10Z,16,C02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,8,24_C02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate24,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,24,D02,2018-09-27T00:59:10Z,16,D02_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,8,24_D02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate24,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,24,E02,2018-09-27T00:59:10Z,13,E02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,8,24_E02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate24,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,24,F02,2018-09-27T00:59:10Z,11,F02_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,8,24_F02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate24,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,24,G02,2018-09-27T00:59:10Z,10,G02_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,8,24_G02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate4,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,4,B02,2018-09-26T22:30:46Z,9,B02_35_Anc 4_BS,NA,w,NA,35,Anc 4,BS,NA,20,4_B02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate4,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,4,C02,2018-09-26T22:30:46Z,15,C02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,20,4_C02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate4,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,4,D02,2018-09-26T22:30:46Z,17,D02_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,20,4_D02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate4,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,4,E02,2018-09-26T22:30:46Z,15,E02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,20,4_E02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate4,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,4,F02,2018-09-26T22:30:46Z,6,F02_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,20,4_F02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate4,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,4,G02,2018-09-26T22:30:46Z,7,G02_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,20,4_G02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate8,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,8,B02,2018-09-26T23:00:21Z,10,B02_35_Anc 4_BS,NA,w,NA,35,Anc 4,BS,NA,30,8_B02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate8,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,8,C02,2018-09-26T23:00:21Z,14,C02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,30,8_C02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate8,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,8,D02,2018-09-26T23:00:21Z,11,D02_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,30,8_D02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate8,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,8,E02,2018-09-26T23:00:21Z,14,E02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,30,8_E02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate8,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,8,F02,2018-09-26T23:00:21Z,8,F02_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,30,8_F02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate8,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,8,G02,2018-09-26T23:00:21Z,10,G02_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,30,8_G02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate12,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,12,B02,2018-09-27T09:40:48Z,22,B02_35_Anc 4_BS,NA,w,NA,35,Anc 4,BS,NA,25,12_B02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate12,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,12,C02,2018-09-27T09:40:48Z,22,C02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,25,12_C02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate12,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,12,D02,2018-09-27T09:40:48Z,30,D02_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,25,12_D02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate12,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,12,E02,2018-09-27T09:40:48Z,28,E02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,25,12_E02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate12,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,12,F02,2018-09-27T09:40:48Z,17,F02_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,25,12_F02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate12,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,12,G02,2018-09-27T09:40:48Z,19,G02_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,25,12_G02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate16,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,16,B02,2018-09-27T09:49:00Z,91,B02_35_Anc 4_BS,NA,w,NA,35,Anc 4,BS,NA,35,16_B02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate16,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,16,C02,2018-09-27T09:49:00Z,115,C02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,35,16_C02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate16,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,16,D02,2018-09-27T09:49:00Z,161,D02_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,35,16_D02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate16,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,16,E02,2018-09-27T09:49:00Z,53,E02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,35,16_E02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate16,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,16,F02,2018-09-27T09:49:00Z,34,F02_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,35,16_F02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate16,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,16,G02,2018-09-27T09:49:00Z,29,G02_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,35,16_G02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate20,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,20,B02,2018-09-27T09:56:57Z,11,B02_35_Anc 4_BS,NA,w,NA,35,Anc 4,BS,NA,12,20_B02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate20,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,20,C02,2018-09-27T09:56:57Z,11,C02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,12,20_C02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate20,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,20,D02,2018-09-27T09:56:57Z,12,D02_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,12,20_D02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate20,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,20,E02,2018-09-27T09:56:57Z,14,E02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,12,20_E02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate20,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,20,F02,2018-09-27T09:56:57Z,5,F02_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,12,20_F02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate20,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,20,G02,2018-09-27T09:56:57Z,7,G02_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,12,20_G02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate24,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,24,B02,2018-09-27T10:04:51Z,5,B02_35_Anc 4_BS,NA,w,NA,35,Anc 4,BS,NA,8,24_B02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate24,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,24,C02,2018-09-27T10:04:51Z,7,C02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,8,24_C02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate24,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,24,D02,2018-09-27T10:04:51Z,11,D02_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,8,24_D02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate24,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,24,E02,2018-09-27T10:04:51Z,7,E02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,8,24_E02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate24,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,24,F02,2018-09-27T10:04:51Z,5,F02_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,8,24_F02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate24,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,24,G02,2018-09-27T10:04:51Z,6,G02_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,8,24_G02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate4,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,4,B02,2018-09-27T09:23:17Z,12,B02_35_Anc 4_BS,NA,w,NA,35,Anc 4,BS,NA,20,4_B02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate4,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,4,C02,2018-09-27T09:23:17Z,24,C02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,20,4_C02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate4,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,4,D02,2018-09-27T09:23:17Z,26,D02_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,20,4_D02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate4,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,4,E02,2018-09-27T09:23:17Z,19,E02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,20,4_E02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate4,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,4,F02,2018-09-27T09:23:17Z,11,F02_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,20,4_F02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate4,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,4,G02,2018-09-27T09:23:17Z,10,G02_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,20,4_G02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate8,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,8,B02,2018-09-27T09:32:25Z,59,B02_35_Anc 4_BS,NA,w,NA,35,Anc 4,BS,NA,30,8_B02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate8,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,8,C02,2018-09-27T09:32:25Z,49,C02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,30,8_C02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate8,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,8,D02,2018-09-27T09:32:25Z,81,D02_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,30,8_D02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate8,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,8,E02,2018-09-27T09:32:25Z,80,E02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,30,8_E02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate8,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,8,F02,2018-09-27T09:32:25Z,37,F02_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,30,8_F02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate8,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,8,G02,2018-09-27T09:32:25Z,45,G02_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,30,8_G02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-plate12,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-,12,B02,2018-09-27T18:19:49Z,32,B02_35_Anc 4_BS,NA,w,NA,35,Anc 4,BS,NA,25,12_B02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-plate12,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-,12,C02,2018-09-27T18:19:49Z,57,C02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,25,12_C02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-plate12,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-,12,D02,2018-09-27T18:19:49Z,41,D02_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,25,12_D02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-plate12,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-,12,E02,2018-09-27T18:19:49Z,62,E02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,25,12_E02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-plate12,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-,12,F02,2018-09-27T18:19:49Z,20,F02_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,25,12_F02,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-plate12,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-,12,G02,2018-09-27T18:19:49Z,17,G02_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,25,12_G02,repeat,yes
