file_name,path,plate,well,date_time,RFU,unique_id,replicate,colour,x,Population,Ancestor_ID,Treatment,Note,temperature,population_id,round,keep
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate16,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,16,F04,2018-09-27T09:49:00Z,28,F04_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,35,16_F04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate16,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,16,G04,2018-09-27T09:49:00Z,135,G04_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,35,16_G04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate20,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,20,B04,2018-09-27T09:56:57Z,3,B04_8_Anc 4_P,NA,y,NA,8,Anc 4,P,NA,12,20_B04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate20,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,20,C04,2018-09-27T09:56:57Z,5,C04_24_Anc 4_C,NA,gx,x,24,Anc 4,C,NA,12,20_C04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate20,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,20,D04,2018-09-27T09:56:57Z,2,D04_combo_NA_NA,NA,blank,NA,combo,NA,COMBO,NA,12,20_D04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate20,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,20,E04,2018-09-27T09:56:57Z,12,E04_35_Anc 4_BS,NA,w,NA,35,Anc 4,BS,NA,12,20_E04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate20,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,20,F04,2018-09-27T09:56:57Z,7,F04_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,12,20_F04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate20,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,20,G04,2018-09-27T09:56:57Z,17,G04_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,12,20_G04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate24,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,24,B04,2018-09-27T10:04:51Z,3,B04_8_Anc 4_P,NA,y,NA,8,Anc 4,P,NA,8,24_B04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate24,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,24,C04,2018-09-27T10:04:51Z,6,C04_24_Anc 4_C,NA,gx,x,24,Anc 4,C,NA,8,24_C04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate24,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,24,D04,2018-09-27T10:04:51Z,2,D04_combo_NA_NA,NA,blank,NA,combo,NA,COMBO,NA,8,24_D04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate24,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,24,E04,2018-09-27T10:04:51Z,6,E04_35_Anc 4_BS,NA,w,NA,35,Anc 4,BS,NA,8,24_E04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate24,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,24,F04,2018-09-27T10:04:51Z,4,F04_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,8,24_F04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate24,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,24,G04,2018-09-27T10:04:51Z,11,G04_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,8,24_G04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate4,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,4,B04,2018-09-27T09:23:17Z,3,B04_8_Anc 4_P,NA,y,NA,8,Anc 4,P,NA,20,4_B04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate4,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,4,C04,2018-09-27T09:23:17Z,8,C04_24_Anc 4_C,NA,gx,x,24,Anc 4,C,NA,20,4_C04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate4,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,4,D04,2018-09-27T09:23:17Z,2,D04_combo_NA_NA,NA,blank,NA,combo,NA,COMBO,NA,20,4_D04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate4,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,4,E04,2018-09-27T09:23:17Z,15,E04_35_Anc 4_BS,NA,w,NA,35,Anc 4,BS,NA,20,4_E04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate4,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,4,F04,2018-09-27T09:23:17Z,13,F04_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,20,4_F04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate4,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,4,G04,2018-09-27T09:23:17Z,31,G04_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,20,4_G04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate8,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,8,B04,2018-09-27T09:32:25Z,2,B04_8_Anc 4_P,NA,y,NA,8,Anc 4,P,NA,30,8_B04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate8,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,8,C04,2018-09-27T09:32:25Z,36,C04_24_Anc 4_C,NA,gx,x,24,Anc 4,C,NA,30,8_C04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate8,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,8,D04,2018-09-27T09:32:25Z,2,D04_combo_NA_NA,NA,blank,NA,combo,NA,COMBO,NA,30,8_D04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate8,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,8,E04,2018-09-27T09:32:25Z,48,E04_35_Anc 4_BS,NA,w,NA,35,Anc 4,BS,NA,30,8_E04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate8,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,8,F04,2018-09-27T09:32:25Z,52,F04_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,30,8_F04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-plate8,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27-,8,G04,2018-09-27T09:32:25Z,78,G04_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,30,8_G04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-plate12,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-,12,B04,2018-09-27T18:19:49Z,5,B04_8_Anc 4_P,NA,y,NA,8,Anc 4,P,NA,25,12_B04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-plate12,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-,12,C04,2018-09-27T18:19:49Z,8,C04_24_Anc 4_C,NA,gx,x,24,Anc 4,C,NA,25,12_C04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-plate12,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-,12,D04,2018-09-27T18:19:49Z,3,D04_combo_NA_NA,NA,blank,NA,combo,NA,COMBO,NA,25,12_D04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-plate12,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-,12,E04,2018-09-27T18:19:49Z,34,E04_35_Anc 4_BS,NA,w,NA,35,Anc 4,BS,NA,25,12_E04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-plate12,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-,12,F04,2018-09-27T18:19:49Z,15,F04_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,25,12_F04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-plate12,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-,12,G04,2018-09-27T18:19:49Z,54,G04_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,25,12_G04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-plate16,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-,16,B04,2018-09-27T17:09:20Z,1,B04_8_Anc 4_P,NA,y,NA,8,Anc 4,P,NA,35,16_B04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-plate16,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-,16,C04,2018-09-27T17:09:20Z,88,C04_24_Anc 4_C,NA,gx,x,24,Anc 4,C,NA,35,16_C04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-plate16,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-,16,D04,2018-09-27T17:09:20Z,1,D04_combo_NA_NA,NA,blank,NA,combo,NA,COMBO,NA,35,16_D04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-plate16,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-,16,E04,2018-09-27T17:09:20Z,106,E04_35_Anc 4_BS,NA,w,NA,35,Anc 4,BS,NA,35,16_E04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-plate16,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-,16,F04,2018-09-27T17:09:20Z,55,F04_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,35,16_F04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-plate16,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-,16,G04,2018-09-27T17:09:20Z,222,G04_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,35,16_G04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-plate4,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-,4,B04,2018-09-27T18:27:53Z,2,B04_8_Anc 4_P,NA,y,NA,8,Anc 4,P,NA,20,4_B04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-plate4,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-,4,C04,2018-09-27T18:27:53Z,10,C04_24_Anc 4_C,NA,gx,x,24,Anc 4,C,NA,20,4_C04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-plate4,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-,4,D04,2018-09-27T18:27:53Z,2,D04_combo_NA_NA,NA,blank,NA,combo,NA,COMBO,NA,20,4_D04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-plate4,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-,4,E04,2018-09-27T18:27:53Z,11,E04_35_Anc 4_BS,NA,w,NA,35,Anc 4,BS,NA,20,4_E04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-plate4,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-,4,F04,2018-09-27T18:27:53Z,12,F04_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,20,4_F04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-plate4,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-,4,G04,2018-09-27T18:27:53Z,35,G04_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,20,4_G04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-plate8,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-,8,B04,2018-09-27T18:11:48Z,5,B04_8_Anc 4_P,NA,y,NA,8,Anc 4,P,NA,30,8_B04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-plate8,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-,8,C04,2018-09-27T18:11:48Z,51,C04_24_Anc 4_C,NA,gx,x,24,Anc 4,C,NA,30,8_C04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-plate8,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-,8,D04,2018-09-27T18:11:48Z,2,D04_combo_NA_NA,NA,blank,NA,combo,NA,COMBO,NA,30,8_D04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-plate8,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-,8,E04,2018-09-27T18:11:48Z,120,E04_35_Anc 4_BS,NA,w,NA,35,Anc 4,BS,NA,30,8_E04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-plate8,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-,8,F04,2018-09-27T18:11:48Z,51,F04_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,30,8_F04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-plate8,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-27b-,8,G04,2018-09-27T18:11:48Z,150,G04_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,30,8_G04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-plate12,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-,12,B04,2018-09-28T09:39:15Z,1,B04_8_Anc 4_P,NA,y,NA,8,Anc 4,P,NA,25,12_B04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-plate12,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-,12,C04,2018-09-28T09:39:15Z,83,C04_24_Anc 4_C,NA,gx,x,24,Anc 4,C,NA,25,12_C04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-plate12,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-,12,D04,2018-09-28T09:39:15Z,3,D04_combo_NA_NA,NA,blank,NA,combo,NA,COMBO,NA,25,12_D04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-plate12,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-,12,E04,2018-09-28T09:39:15Z,239,E04_35_Anc 4_BS,NA,w,NA,35,Anc 4,BS,NA,25,12_E04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-plate12,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-,12,F04,2018-09-28T09:39:15Z,85,F04_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,25,12_F04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-plate12,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-,12,G04,2018-09-28T09:39:15Z,521,G04_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,25,12_G04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-plate16,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-,16,B04,2018-09-28T09:22:41Z,2,B04_8_Anc 4_P,NA,y,NA,8,Anc 4,P,NA,35,16_B04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-plate16,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-,16,C04,2018-09-28T09:22:41Z,725,C04_24_Anc 4_C,NA,gx,x,24,Anc 4,C,NA,35,16_C04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-plate16,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-,16,D04,2018-09-28T09:22:41Z,1,D04_combo_NA_NA,NA,blank,NA,combo,NA,COMBO,NA,35,16_D04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-plate16,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-,16,E04,2018-09-28T09:22:41Z,621,E04_35_Anc 4_BS,NA,w,NA,35,Anc 4,BS,NA,35,16_E04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-plate16,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-,16,F04,2018-09-28T09:22:41Z,341,F04_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,35,16_F04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-plate16,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-,16,G04,2018-09-28T09:22:41Z,1156,G04_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,35,16_G04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-plate20,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-,20,B04,2018-09-28T09:56:05Z,3,B04_8_Anc 4_P,NA,y,NA,8,Anc 4,P,NA,12,20_B04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-plate20,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-,20,C04,2018-09-28T09:56:05Z,5,C04_24_Anc 4_C,NA,gx,x,24,Anc 4,C,NA,12,20_C04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-plate20,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-,20,D04,2018-09-28T09:56:05Z,2,D04_combo_NA_NA,NA,blank,NA,combo,NA,COMBO,NA,12,20_D04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-plate20,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-,20,E04,2018-09-28T09:56:05Z,12,E04_35_Anc 4_BS,NA,w,NA,35,Anc 4,BS,NA,12,20_E04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-plate20,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-,20,F04,2018-09-28T09:56:05Z,8,F04_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,12,20_F04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-plate20,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-,20,G04,2018-09-28T09:56:05Z,26,G04_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,12,20_G04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-plate24,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-,24,B04,2018-09-28T10:04:22Z,3,B04_8_Anc 4_P,NA,y,NA,8,Anc 4,P,NA,8,24_B04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-plate24,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-,24,C04,2018-09-28T10:04:22Z,4,C04_24_Anc 4_C,NA,gx,x,24,Anc 4,C,NA,8,24_C04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-plate24,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-,24,D04,2018-09-28T10:04:22Z,2,D04_combo_NA_NA,NA,blank,NA,combo,NA,COMBO,NA,8,24_D04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-plate24,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-,24,E04,2018-09-28T10:04:22Z,3,E04_35_Anc 4_BS,NA,w,NA,35,Anc 4,BS,NA,8,24_E04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-plate24,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-,24,F04,2018-09-28T10:04:22Z,3,F04_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,8,24_F04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-plate24,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-,24,G04,2018-09-28T10:04:22Z,10,G04_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,8,24_G04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-plate4,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-,4,B04,2018-09-28T09:47:21Z,3,B04_8_Anc 4_P,NA,y,NA,8,Anc 4,P,NA,20,4_B04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-plate4,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-,4,C04,2018-09-28T09:47:21Z,31,C04_24_Anc 4_C,NA,gx,x,24,Anc 4,C,NA,20,4_C04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-plate4,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-,4,D04,2018-09-28T09:47:21Z,4,D04_combo_NA_NA,NA,blank,NA,combo,NA,COMBO,NA,20,4_D04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-plate4,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-,4,E04,2018-09-28T09:47:21Z,70,E04_35_Anc 4_BS,NA,w,NA,35,Anc 4,BS,NA,20,4_E04,repeat,yes
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-plate4,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-28-,4,F04,2018-09-28T09:47:21Z,51,F04_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,20,4_F04,repeat,yes
