file_name,path,well_plate,well,plate,date_time,RFU,plate_key,population,temperature,round,start_time,days
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate1,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,B02_1,B02,1,2018-11-09T15:48:15Z,5,1,25,34,single,2018-11-09T15:48:15Z,0
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate1,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,C02_1,C02,1,2018-11-09T15:48:15Z,11,1,6,34,single,2018-11-09T15:48:15Z,0
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate1,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,D02_1,D02,1,2018-11-09T15:48:15Z,5,1,24,34,single,2018-11-09T15:48:15Z,0
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate1,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,E02_1,E02,1,2018-11-09T15:48:15Z,9,1,1,34,single,2018-11-09T15:48:15Z,0
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate1,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,F02_1,F02,1,2018-11-09T15:48:15Z,7,1,25,34,single,2018-11-09T15:48:15Z,0
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate1,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,G02_1,G02,1,2018-11-09T15:48:15Z,8,1,11,34,single,2018-11-09T15:48:15Z,0
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate10,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,B02_10,B02,10,2018-11-09T17:04:29Z,6,2,28,34,single,2018-11-09T15:48:15Z,0.052939814814814815
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate10,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,C02_10,C02,10,2018-11-09T17:04:29Z,12,2,21,34,single,2018-11-09T15:48:15Z,0.052939814814814815
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate10,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,D02_10,D02,10,2018-11-09T17:04:29Z,10,2,18,34,single,2018-11-09T15:48:15Z,0.052939814814814815
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate10,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,E02_10,E02,10,2018-11-09T17:04:29Z,11,2,26,34,single,2018-11-09T15:48:15Z,0.052939814814814815
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate10,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,F02_10,F02,10,2018-11-09T17:04:29Z,8,2,28,34,single,2018-11-09T15:48:15Z,0.052939814814814815
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate10,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,G02_10,G02,10,2018-11-09T17:04:29Z,2,2,27,34,single,2018-11-09T15:48:15Z,0.052939814814814815
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate11,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,B02_11,B02,11,2018-11-09T17:12:05Z,7,2,28,34,single,2018-11-09T15:48:15Z,0.05821759259259259
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate11,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,C02_11,C02,11,2018-11-09T17:12:05Z,11,2,21,34,single,2018-11-09T15:48:15Z,0.05821759259259259
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate11,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,D02_11,D02,11,2018-11-09T17:12:05Z,9,2,18,34,single,2018-11-09T15:48:15Z,0.05821759259259259
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate11,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,E02_11,E02,11,2018-11-09T17:12:05Z,9,2,26,34,single,2018-11-09T15:48:15Z,0.05821759259259259
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate11,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,F02_11,F02,11,2018-11-09T17:12:05Z,7,2,28,34,single,2018-11-09T15:48:15Z,0.05821759259259259
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate11,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,G02_11,G02,11,2018-11-09T17:12:05Z,6,2,27,34,single,2018-11-09T15:48:15Z,0.05821759259259259
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate12,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,B02_12,B02,12,2018-11-09T17:20:48Z,4,2,28,34,single,2018-11-09T15:48:15Z,0.06427083333333333
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate12,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,C02_12,C02,12,2018-11-09T17:20:48Z,11,2,21,34,single,2018-11-09T15:48:15Z,0.06427083333333333
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate12,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,D02_12,D02,12,2018-11-09T17:20:48Z,13,2,18,34,single,2018-11-09T15:48:15Z,0.06427083333333333
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate12,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,E02_12,E02,12,2018-11-09T17:20:48Z,9,2,26,34,single,2018-11-09T15:48:15Z,0.06427083333333333
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate12,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,F02_12,F02,12,2018-11-09T17:20:48Z,9,2,28,34,single,2018-11-09T15:48:15Z,0.06427083333333333
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate12,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,G02_12,G02,12,2018-11-09T17:20:48Z,4,2,27,34,single,2018-11-09T15:48:15Z,0.06427083333333333
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate13,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,B02_13,B02,13,2018-11-09T17:28:27Z,4,2,28,34,repeat,2018-11-09T15:48:15Z,0.06958333333333333
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate13,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,C02_13,C02,13,2018-11-09T17:28:27Z,9,2,21,34,repeat,2018-11-09T15:48:15Z,0.06958333333333333
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate13,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,D02_13,D02,13,2018-11-09T17:28:27Z,9,2,18,34,repeat,2018-11-09T15:48:15Z,0.06958333333333333
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate13,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,E02_13,E02,13,2018-11-09T17:28:27Z,9,2,26,34,repeat,2018-11-09T15:48:15Z,0.06958333333333333
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate13,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,F02_13,F02,13,2018-11-09T17:28:27Z,4,2,28,34,repeat,2018-11-09T15:48:15Z,0.06958333333333333
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate13,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,G02_13,G02,13,2018-11-09T17:28:27Z,5,2,27,34,repeat,2018-11-09T15:48:15Z,0.06958333333333333
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate14,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,B02_14,B02,14,2018-11-09T17:36:18Z,5,2,28,34,single,2018-11-09T15:48:15Z,0.07503472222222222
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate14,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,C02_14,C02,14,2018-11-09T17:36:18Z,9,2,21,34,single,2018-11-09T15:48:15Z,0.07503472222222222
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate14,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,D02_14,D02,14,2018-11-09T17:36:18Z,9,2,18,34,single,2018-11-09T15:48:15Z,0.07503472222222222
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate14,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,E02_14,E02,14,2018-11-09T17:36:18Z,8,2,26,34,single,2018-11-09T15:48:15Z,0.07503472222222222
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate14,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,F02_14,F02,14,2018-11-09T17:36:18Z,4,2,28,34,single,2018-11-09T15:48:15Z,0.07503472222222222
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate14,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,G02_14,G02,14,2018-11-09T17:36:18Z,2,2,27,34,single,2018-11-09T15:48:15Z,0.07503472222222222
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate15,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,B02_15,B02,15,2018-11-09T17:46:08Z,11,3,15,34,single,2018-11-09T15:48:15Z,0.08186342592592592
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate15,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,C02_15,C02,15,2018-11-09T17:46:08Z,6,3,10,34,single,2018-11-09T15:48:15Z,0.08186342592592592
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate15,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,D02_15,D02,15,2018-11-09T17:46:08Z,6,3,29,34,single,2018-11-09T15:48:15Z,0.08186342592592592
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate15,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,E02_15,E02,15,2018-11-09T17:46:08Z,15,3,anc4,34,single,2018-11-09T15:48:15Z,0.08186342592592592
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate15,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,F02_15,F02,15,2018-11-09T17:46:08Z,10,3,15,34,single,2018-11-09T15:48:15Z,0.08186342592592592
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate16,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,B02_16,B02,16,2018-11-09T17:53:56Z,14,3,15,34,single,2018-11-09T15:48:15Z,0.08728009259259259
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate16,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,C02_16,C02,16,2018-11-09T17:53:56Z,3,3,10,34,single,2018-11-09T15:48:15Z,0.08728009259259259
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate16,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,D02_16,D02,16,2018-11-09T17:53:56Z,5,3,29,34,single,2018-11-09T15:48:15Z,0.08728009259259259
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate16,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,E02_16,E02,16,2018-11-09T17:53:56Z,11,3,anc4,34,single,2018-11-09T15:48:15Z,0.08728009259259259
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate16,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,F02_16,F02,16,2018-11-09T17:53:56Z,8,3,15,34,single,2018-11-09T15:48:15Z,0.08728009259259259
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate17,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,B02_17,B02,17,2018-11-09T18:02:27Z,9,3,15,34,single,2018-11-09T15:48:15Z,0.09319444444444444
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate17,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,C02_17,C02,17,2018-11-09T18:02:27Z,6,3,10,34,single,2018-11-09T15:48:15Z,0.09319444444444444
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate17,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,D02_17,D02,17,2018-11-09T18:02:27Z,7,3,29,34,single,2018-11-09T15:48:15Z,0.09319444444444444
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate17,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,E02_17,E02,17,2018-11-09T18:02:27Z,10,3,anc4,34,single,2018-11-09T15:48:15Z,0.09319444444444444
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate17,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,F02_17,F02,17,2018-11-09T18:02:27Z,9,3,15,34,single,2018-11-09T15:48:15Z,0.09319444444444444
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate18,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,B02_18,B02,18,2018-11-09T18:10:18Z,15,3,15,34,single,2018-11-09T15:48:15Z,0.09864583333333334
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate18,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,C02_18,C02,18,2018-11-09T18:10:18Z,4,3,10,34,single,2018-11-09T15:48:15Z,0.09864583333333334
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate18,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,D02_18,D02,18,2018-11-09T18:10:18Z,6,3,29,34,single,2018-11-09T15:48:15Z,0.09864583333333334
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate18,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,E02_18,E02,18,2018-11-09T18:10:18Z,11,3,anc4,34,single,2018-11-09T15:48:15Z,0.09864583333333334
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate18,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,F02_18,F02,18,2018-11-09T18:10:18Z,7,3,15,34,single,2018-11-09T15:48:15Z,0.09864583333333334
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate19,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,B02_19,B02,19,2018-11-09T18:17:46Z,12,3,15,34,single,2018-11-09T15:48:15Z,0.10383101851851852
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate19,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,C02_19,C02,19,2018-11-09T18:17:46Z,3,3,10,34,single,2018-11-09T15:48:15Z,0.10383101851851852
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate19,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,D02_19,D02,19,2018-11-09T18:17:46Z,5,3,29,34,single,2018-11-09T15:48:15Z,0.10383101851851852
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate19,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,E02_19,E02,19,2018-11-09T18:17:46Z,6,3,anc4,34,single,2018-11-09T15:48:15Z,0.10383101851851852
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate19,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,F02_19,F02,19,2018-11-09T18:17:46Z,10,3,15,34,single,2018-11-09T15:48:15Z,0.10383101851851852
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate2,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,B02_2,B02,2,2018-11-09T15:58:11Z,6,1,25,34,single,2018-11-09T15:48:15Z,0.006898148148148148
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate2,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,C02_2,C02,2,2018-11-09T15:58:11Z,12,1,6,34,single,2018-11-09T15:48:15Z,0.006898148148148148
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate2,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,D02_2,D02,2,2018-11-09T15:58:11Z,7,1,24,34,single,2018-11-09T15:48:15Z,0.006898148148148148
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate2,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,E02_2,E02,2,2018-11-09T15:58:11Z,9,1,1,34,single,2018-11-09T15:48:15Z,0.006898148148148148
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate2,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,F02_2,F02,2,2018-11-09T15:58:11Z,8,1,25,34,single,2018-11-09T15:48:15Z,0.006898148148148148
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate2,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,G02_2,G02,2,2018-11-09T15:58:11Z,7,1,11,34,single,2018-11-09T15:48:15Z,0.006898148148148148
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate20,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,B02_20,B02,20,2018-11-09T18:25:28Z,9,3,15,34,repeat,2018-11-09T15:48:15Z,0.10917824074074074
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate20,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,C02_20,C02,20,2018-11-09T18:25:28Z,7,3,10,34,repeat,2018-11-09T15:48:15Z,0.10917824074074074
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate20,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,D02_20,D02,20,2018-11-09T18:25:28Z,6,3,29,34,repeat,2018-11-09T15:48:15Z,0.10917824074074074
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate20,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,E02_20,E02,20,2018-11-09T18:25:28Z,10,3,anc4,34,repeat,2018-11-09T15:48:15Z,0.10917824074074074
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate20,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,F02_20,F02,20,2018-11-09T18:25:28Z,12,3,15,34,repeat,2018-11-09T15:48:15Z,0.10917824074074074
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate21,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,B02_21,B02,21,2018-11-09T18:33:10Z,9,3,15,34,single,2018-11-09T15:48:15Z,0.11452546296296297
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate21,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,C02_21,C02,21,2018-11-09T18:33:10Z,5,3,10,34,single,2018-11-09T15:48:15Z,0.11452546296296297
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate21,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,D02_21,D02,21,2018-11-09T18:33:10Z,4,3,29,34,single,2018-11-09T15:48:15Z,0.11452546296296297
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate21,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,E02_21,E02,21,2018-11-09T18:33:10Z,13,3,anc4,34,single,2018-11-09T15:48:15Z,0.11452546296296297
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate21,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,F02_21,F02,21,2018-11-09T18:33:10Z,11,3,15,34,single,2018-11-09T15:48:15Z,0.11452546296296297
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate22,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,B02_22,B02,22,2018-11-09T18:44:56Z,3,1,25,40,single,2018-11-09T18:44:56Z,0
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate22,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,C02_22,C02,22,2018-11-09T18:44:56Z,21,1,6,40,single,2018-11-09T18:44:56Z,0
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate22,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,D02_22,D02,22,2018-11-09T18:44:56Z,9,1,24,40,single,2018-11-09T18:44:56Z,0
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate22,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,E02_22,E02,22,2018-11-09T18:44:56Z,4,1,1,40,single,2018-11-09T18:44:56Z,0
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate22,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,F02_22,F02,22,2018-11-09T18:44:56Z,5,1,25,40,single,2018-11-09T18:44:56Z,0
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate22,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,G02_22,G02,22,2018-11-09T18:44:56Z,4,1,11,40,single,2018-11-09T18:44:56Z,0
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate23,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,B02_23,B02,23,2018-11-09T18:52:34Z,6,1,25,40,single,2018-11-09T18:44:56Z,0.005300925925925926
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate23,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,C02_23,C02,23,2018-11-09T18:52:34Z,20,1,6,40,single,2018-11-09T18:44:56Z,0.005300925925925926
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate23,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,D02_23,D02,23,2018-11-09T18:52:34Z,8,1,24,40,single,2018-11-09T18:44:56Z,0.005300925925925926
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate23,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,E02_23,E02,23,2018-11-09T18:52:34Z,10,1,1,40,single,2018-11-09T18:44:56Z,0.005300925925925926
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate23,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,F02_23,F02,23,2018-11-09T18:52:34Z,4,1,25,40,single,2018-11-09T18:44:56Z,0.005300925925925926
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate23,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,G02_23,G02,23,2018-11-09T18:52:34Z,6,1,11,40,single,2018-11-09T18:44:56Z,0.005300925925925926
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate24,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,B02_24,B02,24,2018-11-09T19:00:16Z,7,1,25,40,single,2018-11-09T18:44:56Z,0.010648148148148148
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate24,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,C02_24,C02,24,2018-11-09T19:00:16Z,13,1,6,40,single,2018-11-09T18:44:56Z,0.010648148148148148
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate24,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,D02_24,D02,24,2018-11-09T19:00:16Z,5,1,24,40,single,2018-11-09T18:44:56Z,0.010648148148148148
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate24,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,E02_24,E02,24,2018-11-09T19:00:16Z,5,1,1,40,single,2018-11-09T18:44:56Z,0.010648148148148148
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate24,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,F02_24,F02,24,2018-11-09T19:00:16Z,3,1,25,40,single,2018-11-09T18:44:56Z,0.010648148148148148
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate24,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,G02_24,G02,24,2018-11-09T19:00:16Z,6,1,11,40,single,2018-11-09T18:44:56Z,0.010648148148148148
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate25,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,B02_25,B02,25,2018-11-09T19:08:01Z,6,1,25,40,single,2018-11-09T18:44:56Z,0.016030092592592592
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate25,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,C02_25,C02,25,2018-11-09T19:08:01Z,9,1,6,40,single,2018-11-09T18:44:56Z,0.016030092592592592
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate25,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,D02_25,D02,25,2018-11-09T19:08:01Z,7,1,24,40,single,2018-11-09T18:44:56Z,0.016030092592592592
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate25,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,E02_25,E02,25,2018-11-09T19:08:01Z,8,1,1,40,single,2018-11-09T18:44:56Z,0.016030092592592592
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate25,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,F02_25,F02,25,2018-11-09T19:08:01Z,6,1,25,40,single,2018-11-09T18:44:56Z,0.016030092592592592
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate25,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,G02_25,G02,25,2018-11-09T19:08:01Z,4,1,11,40,single,2018-11-09T18:44:56Z,0.016030092592592592
data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-plate26,data-raw/chlamee-RFU-acclimated/chlamee-acclimated-2018-11-09-,B02_26,B02,26,2018-11-09T19:15:49Z,7,1,25,40,single,2018-11-09T18:44:56Z,0.02144675925925926
