file_name,path,well,plate,Date,time,RFU,population
data-raw/globe-chlamy-RFU/globe-2018-10-18-acclimation-plate,data-raw/globe-chlamy-RFU/globe-2018-10-18-acclimation-,C09,,2018-10-18T00:00:00Z,14:13:34,1042,5
data-raw/globe-chlamy-RFU/globe-2018-10-18-acclimation-plate,data-raw/globe-chlamy-RFU/globe-2018-10-18-acclimation-,D09,,2018-10-18T00:00:00Z,14:13:34,248,7
data-raw/globe-chlamy-RFU/globe-2018-10-18-acclimation-plate,data-raw/globe-chlamy-RFU/globe-2018-10-18-acclimation-,E09,,2018-10-18T00:00:00Z,14:13:34,157,8
data-raw/globe-chlamy-RFU/globe-2018-10-18-acclimation-plate,data-raw/globe-chlamy-RFU/globe-2018-10-18-acclimation-,F09,,2018-10-18T00:00:00Z,14:13:34,683,11
data-raw/globe-chlamy-RFU/globe-2018-10-18-acclimation-plate,data-raw/globe-chlamy-RFU/globe-2018-10-18-acclimation-,G09,,2018-10-18T00:00:00Z,14:13:34,158,14
data-raw/globe-chlamy-RFU/globe-2018-10-18-acclimation-plate,data-raw/globe-chlamy-RFU/globe-2018-10-18-acclimation-,B10,,2018-10-18T00:00:00Z,14:13:34,509,3
data-raw/globe-chlamy-RFU/globe-2018-10-18-acclimation-plate,data-raw/globe-chlamy-RFU/globe-2018-10-18-acclimation-,C10,,2018-10-18T00:00:00Z,14:13:34,1009,5
data-raw/globe-chlamy-RFU/globe-2018-10-18-acclimation-plate,data-raw/globe-chlamy-RFU/globe-2018-10-18-acclimation-,D10,,2018-10-18T00:00:00Z,14:13:34,144,8
data-raw/globe-chlamy-RFU/globe-2018-10-18-acclimation-plate,data-raw/globe-chlamy-RFU/globe-2018-10-18-acclimation-,E10,,2018-10-18T00:00:00Z,14:13:34,168,8
data-raw/globe-chlamy-RFU/globe-2018-10-18-acclimation-plate,data-raw/globe-chlamy-RFU/globe-2018-10-18-acclimation-,F10,,2018-10-18T00:00:00Z,14:13:34,1090,12
data-raw/globe-chlamy-RFU/globe-2018-10-18-acclimation-plate,data-raw/globe-chlamy-RFU/globe-2018-10-18-acclimation-,G10,,2018-10-18T00:00:00Z,14:13:34,151,14
data-raw/globe-chlamy-RFU/globe-2018-10-18-acclimation-plate,data-raw/globe-chlamy-RFU/globe-2018-10-18-acclimation-,B11,,2018-10-18T00:00:00Z,14:13:34,601,3
data-raw/globe-chlamy-RFU/globe-2018-10-18-acclimation-plate,data-raw/globe-chlamy-RFU/globe-2018-10-18-acclimation-,C11,,2018-10-18T00:00:00Z,14:13:34,1014,5
data-raw/globe-chlamy-RFU/globe-2018-10-18-acclimation-plate,data-raw/globe-chlamy-RFU/globe-2018-10-18-acclimation-,D11,,2018-10-18T00:00:00Z,14:13:34,159,8
data-raw/globe-chlamy-RFU/globe-2018-10-18-acclimation-plate,data-raw/globe-chlamy-RFU/globe-2018-10-18-acclimation-,E11,,2018-10-18T00:00:00Z,14:13:34,174,8
data-raw/globe-chlamy-RFU/globe-2018-10-18-acclimation-plate,data-raw/globe-chlamy-RFU/globe-2018-10-18-acclimation-,F11,,2018-10-18T00:00:00Z,14:13:34,1090,12
data-raw/globe-chlamy-RFU/globe-2018-10-18-acclimation-plate,data-raw/globe-chlamy-RFU/globe-2018-10-18-acclimation-,G11,,2018-10-18T00:00:00Z,14:13:34,136,14
