plate_key,population,plate,well,temperature
1,11,28,D11,40
1,11,43,D11,28
1,11,44,D11,28
1,11,45,D11,28
1,11,46,D11,28
1,11,47,D11,28
1,11,48,D11,28
1,11,49,D11,28
1,11,64,D11,22
1,11,65,D11,22
1,11,66,D11,22
1,11,67,D11,22
1,11,68,D11,22
1,11,69,D11,22
1,11,70,D11,22
1,11,85,D11,16
1,11,86,D11,16
1,11,87,D11,16
1,11,88,D11,16
1,11,89,D11,16
1,11,90,D11,16
1,11,91,D11,16
1,11,106,D11,10
1,11,107,D11,10
1,11,108,D11,10
1,11,109,D11,10
1,11,110,D11,10
1,11,111,D11,10
1,11,112,D11,10
1,1,1,E02,34
1,1,2,E02,34
1,1,3,E02,34
1,1,4,E02,34
1,1,5,E02,34
1,1,6,E02,34
1,1,7,E02,34
1,1,22,E02,40
1,1,23,E02,40
1,1,24,E02,40
1,1,25,E02,40
1,1,26,E02,40
1,1,27,E02,40
1,1,28,E02,40
1,1,43,E02,28
1,1,44,E02,28
1,1,45,E02,28
1,1,46,E02,28
1,1,47,E02,28
1,1,48,E02,28
1,1,49,E02,28
1,1,64,E02,22
1,1,65,E02,22
1,1,66,E02,22
1,1,67,E02,22
1,1,68,E02,22
1,1,69,E02,22
1,1,70,E02,22
1,1,85,E02,16
1,1,86,E02,16
1,1,87,E02,16
1,1,88,E02,16
1,1,89,E02,16
1,1,90,E02,16
1,1,91,E02,16
1,1,106,E02,10
1,1,107,E02,10
1,1,108,E02,10
1,1,109,E02,10
1,1,110,E02,10
1,1,111,E02,10
1,1,112,E02,10
1,25,1,E03,34
1,25,2,E03,34
1,25,3,E03,34
1,25,4,E03,34
1,25,5,E03,34
1,25,6,E03,34
1,25,7,E03,34
1,25,22,E03,40
1,25,23,E03,40
1,25,24,E03,40
1,25,25,E03,40
1,25,26,E03,40
1,25,27,E03,40
1,25,28,E03,40
1,25,43,E03,28
1,25,44,E03,28
1,25,45,E03,28
1,25,46,E03,28
1,25,47,E03,28
1,25,48,E03,28
1,25,49,E03,28
1,25,64,E03,22
1,25,65,E03,22
1,25,66,E03,22
1,25,67,E03,22
1,25,68,E03,22
1,25,69,E03,22
1,25,70,E03,22
1,25,85,E03,16
1,25,86,E03,16
1,25,87,E03,16
1,25,88,E03,16
1,25,89,E03,16
1,25,90,E03,16
1,25,91,E03,16
1,25,106,E03,10
1,25,107,E03,10
1,25,108,E03,10
1,25,109,E03,10
1,25,110,E03,10
1,25,111,E03,10
1,25,112,E03,10
1,cc1629,1,E04,34
1,cc1629,2,E04,34
1,cc1629,3,E04,34
1,cc1629,4,E04,34
1,cc1629,5,E04,34
1,cc1629,6,E04,34
1,cc1629,7,E04,34
1,cc1629,22,E04,40
1,cc1629,23,E04,40
1,cc1629,24,E04,40
1,cc1629,25,E04,40
1,cc1629,26,E04,40
1,cc1629,27,E04,40
1,cc1629,28,E04,40
1,cc1629,43,E04,28
1,cc1629,44,E04,28
1,cc1629,45,E04,28
1,cc1629,46,E04,28
1,cc1629,47,E04,28
1,cc1629,48,E04,28
1,cc1629,49,E04,28
1,cc1629,64,E04,22
1,cc1629,65,E04,22
1,cc1629,66,E04,22
1,cc1629,67,E04,22
1,cc1629,68,E04,22
1,cc1629,69,E04,22
1,cc1629,70,E04,22
1,cc1629,85,E04,16
1,cc1629,86,E04,16
1,cc1629,87,E04,16
1,cc1629,88,E04,16
1,cc1629,89,E04,16
1,cc1629,90,E04,16
1,cc1629,91,E04,16
1,cc1629,106,E04,10
1,cc1629,107,E04,10
1,cc1629,108,E04,10
1,cc1629,109,E04,10
1,cc1629,110,E04,10
1,cc1629,111,E04,10
1,cc1629,112,E04,10
1,23,1,E05,34
1,23,2,E05,34
1,23,3,E05,34
1,23,4,E05,34
1,23,5,E05,34
1,23,6,E05,34
1,23,7,E05,34
1,23,22,E05,40
1,23,23,E05,40
1,23,24,E05,40
1,23,25,E05,40
1,23,26,E05,40
1,23,27,E05,40
1,23,28,E05,40
1,23,43,E05,28
1,23,44,E05,28
1,23,45,E05,28
1,23,46,E05,28
1,23,47,E05,28
1,23,48,E05,28
1,23,49,E05,28
1,23,64,E05,22
1,23,65,E05,22
1,23,66,E05,22
1,23,67,E05,22
1,23,68,E05,22
1,23,69,E05,22
1,23,70,E05,22
1,23,85,E05,16
1,23,86,E05,16
1,23,87,E05,16
1,23,88,E05,16
1,23,89,E05,16
1,23,90,E05,16
1,23,91,E05,16
1,23,106,E05,10
1,23,107,E05,10
1,23,108,E05,10
1,23,109,E05,10
1,23,110,E05,10
1,23,111,E05,10
1,23,112,E05,10
1,24,1,E06,34
1,24,2,E06,34
1,24,3,E06,34
1,24,4,E06,34
1,24,5,E06,34
1,24,6,E06,34
1,24,7,E06,34
1,24,22,E06,40
1,24,23,E06,40
1,24,24,E06,40
1,24,25,E06,40
1,24,26,E06,40
1,24,27,E06,40
1,24,28,E06,40
1,24,43,E06,28
1,24,44,E06,28
1,24,45,E06,28
1,24,46,E06,28
1,24,47,E06,28
1,24,48,E06,28
1,24,49,E06,28
1,24,64,E06,22
1,24,65,E06,22
1,24,66,E06,22
1,24,67,E06,22
1,24,68,E06,22
1,24,69,E06,22
1,24,70,E06,22
1,24,85,E06,16
1,24,86,E06,16
1,24,87,E06,16
1,24,88,E06,16
1,24,89,E06,16
1,24,90,E06,16
1,24,91,E06,16
1,24,106,E06,10
1,24,107,E06,10
1,24,108,E06,10
1,24,109,E06,10
1,24,110,E06,10
1,24,111,E06,10
1,24,112,E06,10
1,anc5,1,E07,34
1,anc5,2,E07,34
1,anc5,3,E07,34
1,anc5,4,E07,34
1,anc5,5,E07,34
1,anc5,6,E07,34
1,anc5,7,E07,34
1,anc5,22,E07,40
1,anc5,23,E07,40
1,anc5,24,E07,40
1,anc5,25,E07,40
1,anc5,26,E07,40
1,anc5,27,E07,40
1,anc5,28,E07,40
1,anc5,43,E07,28
1,anc5,44,E07,28
1,anc5,45,E07,28
1,anc5,46,E07,28
1,anc5,47,E07,28
1,anc5,48,E07,28
1,anc5,49,E07,28
1,anc5,64,E07,22
1,anc5,65,E07,22
1,anc5,66,E07,22
1,anc5,67,E07,22
1,anc5,68,E07,22
1,anc5,69,E07,22
1,anc5,70,E07,22
1,anc5,85,E07,16
1,anc5,86,E07,16
1,anc5,87,E07,16
1,anc5,88,E07,16
1,anc5,89,E07,16
1,anc5,90,E07,16
1,anc5,91,E07,16
1,anc5,106,E07,10
1,anc5,107,E07,10
1,anc5,108,E07,10
1,anc5,109,E07,10
1,anc5,110,E07,10
1,anc5,111,E07,10
1,anc5,112,E07,10
1,33,1,E08,34
1,33,2,E08,34
1,33,3,E08,34
1,33,4,E08,34
1,33,5,E08,34
1,33,6,E08,34
1,33,7,E08,34
1,33,22,E08,40
1,33,23,E08,40
1,33,24,E08,40
1,33,25,E08,40
1,33,26,E08,40
1,33,27,E08,40
1,33,28,E08,40
1,33,43,E08,28
1,33,44,E08,28
1,33,45,E08,28
1,33,46,E08,28
1,33,47,E08,28
1,33,48,E08,28
1,33,49,E08,28
1,33,64,E08,22
1,33,65,E08,22
1,33,66,E08,22
1,33,67,E08,22
1,33,68,E08,22
1,33,69,E08,22
1,33,70,E08,22
1,33,85,E08,16
1,33,86,E08,16
1,33,87,E08,16
1,33,88,E08,16
1,33,89,E08,16
1,33,90,E08,16
1,33,91,E08,16
1,33,106,E08,10
1,33,107,E08,10
1,33,108,E08,10
1,33,109,E08,10
1,33,110,E08,10
1,33,111,E08,10
1,33,112,E08,10
1,6,1,E09,34
1,6,2,E09,34
1,6,3,E09,34
1,6,4,E09,34
1,6,5,E09,34
1,6,6,E09,34
1,6,7,E09,34
1,6,22,E09,40
1,6,23,E09,40
1,6,24,E09,40
1,6,25,E09,40
1,6,26,E09,40
1,6,27,E09,40
1,6,28,E09,40
1,6,43,E09,28
1,6,44,E09,28
1,6,45,E09,28
1,6,46,E09,28
1,6,47,E09,28
1,6,48,E09,28
1,6,49,E09,28
1,6,64,E09,22
1,6,65,E09,22
1,6,66,E09,22
1,6,67,E09,22
1,6,68,E09,22
1,6,69,E09,22
1,6,70,E09,22
1,6,85,E09,16
1,6,86,E09,16
1,6,87,E09,16
1,6,88,E09,16
1,6,89,E09,16
1,6,90,E09,16
1,6,91,E09,16
1,6,106,E09,10
1,6,107,E09,10
1,6,108,E09,10
1,6,109,E09,10
1,6,110,E09,10
1,6,111,E09,10
1,6,112,E09,10
1,8,1,E10,34
1,8,2,E10,34
1,8,3,E10,34
1,8,4,E10,34
1,8,5,E10,34
1,8,6,E10,34
1,8,7,E10,34
1,8,22,E10,40
1,8,23,E10,40
1,8,24,E10,40
1,8,25,E10,40
1,8,26,E10,40
1,8,27,E10,40
1,8,28,E10,40
1,8,43,E10,28
1,8,44,E10,28
1,8,45,E10,28
1,8,46,E10,28
1,8,47,E10,28
1,8,48,E10,28
1,8,49,E10,28
1,8,64,E10,22
1,8,65,E10,22
1,8,66,E10,22
1,8,67,E10,22
1,8,68,E10,22
1,8,69,E10,22
1,8,70,E10,22
1,8,85,E10,16
1,8,86,E10,16
1,8,87,E10,16
1,8,88,E10,16
1,8,89,E10,16
1,8,90,E10,16
1,8,91,E10,16
1,8,106,E10,10
1,8,107,E10,10
1,8,108,E10,10
1,8,109,E10,10
1,8,110,E10,10
1,8,111,E10,10
1,8,112,E10,10
1,24,1,E11,34
1,24,2,E11,34
1,24,3,E11,34
1,24,4,E11,34
1,24,5,E11,34
1,24,6,E11,34
1,24,7,E11,34
1,24,22,E11,40
1,24,23,E11,40
1,24,24,E11,40
1,24,25,E11,40
1,24,26,E11,40
1,24,27,E11,40
1,24,28,E11,40
1,24,43,E11,28
1,24,44,E11,28
1,24,45,E11,28
1,24,46,E11,28
1,24,47,E11,28
1,24,48,E11,28
1,24,49,E11,28
1,24,64,E11,22
1,24,65,E11,22
1,24,66,E11,22
1,24,67,E11,22
1,24,68,E11,22
1,24,69,E11,22
1,24,70,E11,22
1,24,85,E11,16
1,24,86,E11,16
1,24,87,E11,16
1,24,88,E11,16
1,24,89,E11,16
1,24,90,E11,16
1,24,91,E11,16
1,24,106,E11,10
1,24,107,E11,10
1,24,108,E11,10
1,24,109,E11,10
1,24,110,E11,10
1,24,111,E11,10
1,24,112,E11,10
1,25,1,F02,34
1,25,2,F02,34
1,25,3,F02,34
1,25,4,F02,34
1,25,5,F02,34
1,25,6,F02,34
1,25,7,F02,34
1,25,22,F02,40
1,25,23,F02,40
1,25,24,F02,40
1,25,25,F02,40
1,25,26,F02,40
1,25,27,F02,40
1,25,28,F02,40
1,25,43,F02,28
1,25,44,F02,28
1,25,45,F02,28
1,25,46,F02,28
1,25,47,F02,28
1,25,48,F02,28
1,25,49,F02,28
1,25,64,F02,22
1,25,65,F02,22
1,25,66,F02,22
1,25,67,F02,22
1,25,68,F02,22
1,25,69,F02,22
1,25,70,F02,22
1,25,85,F02,16
1,25,86,F02,16
1,25,87,F02,16
1,25,88,F02,16
1,25,89,F02,16
1,25,90,F02,16
1,25,91,F02,16
1,25,106,F02,10
1,25,107,F02,10
1,25,108,F02,10
1,25,109,F02,10
1,25,110,F02,10
1,25,111,F02,10
1,25,112,F02,10
1,19,1,F03,34
1,19,2,F03,34
1,19,3,F03,34
1,19,4,F03,34
1,19,5,F03,34
1,19,6,F03,34
1,19,7,F03,34
1,19,22,F03,40
1,19,23,F03,40
1,19,24,F03,40
1,19,25,F03,40
1,19,26,F03,40
1,19,27,F03,40
1,19,28,F03,40
1,19,43,F03,28
1,19,44,F03,28
1,19,45,F03,28
1,19,46,F03,28
1,19,47,F03,28
1,19,48,F03,28
1,19,49,F03,28
1,19,64,F03,22
1,19,65,F03,22
1,19,66,F03,22
1,19,67,F03,22
1,19,68,F03,22
1,19,69,F03,22
1,19,70,F03,22
1,19,85,F03,16
1,19,86,F03,16
1,19,87,F03,16
1,19,88,F03,16
1,19,89,F03,16
1,19,90,F03,16
1,19,91,F03,16
1,19,106,F03,10
1,19,107,F03,10
1,19,108,F03,10
1,19,109,F03,10
1,19,110,F03,10
1,19,111,F03,10
1,19,112,F03,10
1,6,1,F04,34
1,6,2,F04,34
1,6,3,F04,34
1,6,4,F04,34
1,6,5,F04,34
1,6,6,F04,34
1,6,7,F04,34
1,6,22,F04,40
1,6,23,F04,40
1,6,24,F04,40
1,6,25,F04,40
1,6,26,F04,40
1,6,27,F04,40
1,6,28,F04,40
1,6,43,F04,28
1,6,44,F04,28
1,6,45,F04,28
1,6,46,F04,28
1,6,47,F04,28
1,6,48,F04,28
1,6,49,F04,28
1,6,64,F04,22
1,6,65,F04,22
1,6,66,F04,22
1,6,67,F04,22
1,6,68,F04,22
1,6,69,F04,22
1,6,70,F04,22
1,6,85,F04,16
1,6,86,F04,16
1,6,87,F04,16
1,6,88,F04,16
1,6,89,F04,16
1,6,90,F04,16
1,6,91,F04,16
1,6,106,F04,10
1,6,107,F04,10
1,6,108,F04,10
1,6,109,F04,10
1,6,110,F04,10
1,6,111,F04,10
1,6,112,F04,10
1,anc5,1,F05,34
1,anc5,2,F05,34
1,anc5,3,F05,34
1,anc5,4,F05,34
1,anc5,5,F05,34
1,anc5,6,F05,34
1,anc5,7,F05,34
1,anc5,22,F05,40
1,anc5,23,F05,40
1,anc5,24,F05,40
1,anc5,25,F05,40
1,anc5,26,F05,40
1,anc5,27,F05,40
1,anc5,28,F05,40
1,anc5,43,F05,28
1,anc5,44,F05,28
1,anc5,45,F05,28
1,anc5,46,F05,28
1,anc5,47,F05,28
1,anc5,48,F05,28
1,anc5,49,F05,28
1,anc5,64,F05,22
1,anc5,65,F05,22
1,anc5,66,F05,22
1,anc5,67,F05,22
1,anc5,68,F05,22
1,anc5,69,F05,22
1,anc5,70,F05,22
1,anc5,85,F05,16
1,anc5,86,F05,16
1,anc5,87,F05,16
1,anc5,88,F05,16
1,anc5,89,F05,16
1,anc5,90,F05,16
1,anc5,91,F05,16
1,anc5,106,F05,10
1,anc5,107,F05,10
1,anc5,108,F05,10
1,anc5,109,F05,10
1,anc5,110,F05,10
1,anc5,111,F05,10
1,anc5,112,F05,10
1,8,1,F06,34
1,8,2,F06,34
1,8,3,F06,34
1,8,4,F06,34
1,8,5,F06,34
1,8,6,F06,34
1,8,7,F06,34
1,8,22,F06,40
1,8,23,F06,40
1,8,24,F06,40
1,8,25,F06,40
1,8,26,F06,40
1,8,27,F06,40
1,8,28,F06,40
1,8,43,F06,28
1,8,44,F06,28
1,8,45,F06,28
1,8,46,F06,28
1,8,47,F06,28
1,8,48,F06,28
1,8,49,F06,28
1,8,64,F06,22
1,8,65,F06,22
1,8,66,F06,22
1,8,67,F06,22
1,8,68,F06,22
1,8,69,F06,22
1,8,70,F06,22
1,8,85,F06,16
1,8,86,F06,16
1,8,87,F06,16
1,8,88,F06,16
1,8,89,F06,16
1,8,90,F06,16
1,8,91,F06,16
1,8,106,F06,10
1,8,107,F06,10
1,8,108,F06,10
1,8,109,F06,10
1,8,110,F06,10
1,8,111,F06,10
1,8,112,F06,10
1,32,1,F07,34
1,32,2,F07,34
1,32,3,F07,34
1,32,4,F07,34
1,32,5,F07,34
1,32,6,F07,34
1,32,7,F07,34
1,32,22,F07,40
1,32,23,F07,40
1,32,24,F07,40
1,32,25,F07,40
1,32,26,F07,40
1,32,27,F07,40
1,32,28,F07,40
1,32,43,F07,28
1,32,44,F07,28
1,32,45,F07,28
1,32,46,F07,28
1,32,47,F07,28
1,32,48,F07,28
1,32,49,F07,28
1,32,64,F07,22
1,32,65,F07,22
1,32,66,F07,22
1,32,67,F07,22
1,32,68,F07,22
1,32,69,F07,22
1,32,70,F07,22
1,32,85,F07,16
1,32,86,F07,16
1,32,87,F07,16
1,32,88,F07,16
1,32,89,F07,16
1,32,90,F07,16
1,32,91,F07,16
1,32,106,F07,10
1,32,107,F07,10
1,32,108,F07,10
1,32,109,F07,10
1,32,110,F07,10
1,32,111,F07,10
1,32,112,F07,10
1,14,1,F08,34
1,14,2,F08,34
1,14,3,F08,34
1,14,4,F08,34
1,14,5,F08,34
1,14,6,F08,34
1,14,7,F08,34
1,14,22,F08,40
1,14,23,F08,40
1,14,24,F08,40
1,14,25,F08,40
1,14,26,F08,40
1,14,27,F08,40
1,14,28,F08,40
1,14,43,F08,28
1,14,44,F08,28
1,14,45,F08,28
1,14,46,F08,28
1,14,47,F08,28
1,14,48,F08,28
1,14,49,F08,28
1,14,64,F08,22
1,14,65,F08,22
1,14,66,F08,22
1,14,67,F08,22
1,14,68,F08,22
1,14,69,F08,22
1,14,70,F08,22
1,14,85,F08,16
1,14,86,F08,16
1,14,87,F08,16
1,14,88,F08,16
1,14,89,F08,16
1,14,90,F08,16
1,14,91,F08,16
1,14,106,F08,10
1,14,107,F08,10
1,14,108,F08,10
1,14,109,F08,10
1,14,110,F08,10
1,14,111,F08,10
1,14,112,F08,10
1,cc1629,1,F09,34
1,cc1629,2,F09,34
1,cc1629,3,F09,34
1,cc1629,4,F09,34
1,cc1629,5,F09,34
1,cc1629,6,F09,34
1,cc1629,7,F09,34
1,cc1629,22,F09,40
1,cc1629,23,F09,40
1,cc1629,24,F09,40
1,cc1629,25,F09,40
1,cc1629,26,F09,40
1,cc1629,27,F09,40
1,cc1629,28,F09,40
1,cc1629,43,F09,28
1,cc1629,44,F09,28
1,cc1629,45,F09,28
1,cc1629,46,F09,28
1,cc1629,47,F09,28
1,cc1629,48,F09,28
1,cc1629,49,F09,28
1,cc1629,64,F09,22
1,cc1629,65,F09,22
1,cc1629,66,F09,22
1,cc1629,67,F09,22
1,cc1629,68,F09,22
1,cc1629,69,F09,22
1,cc1629,70,F09,22
1,cc1629,85,F09,16
1,cc1629,86,F09,16
1,cc1629,87,F09,16
1,cc1629,88,F09,16
1,cc1629,89,F09,16
1,cc1629,90,F09,16
1,cc1629,91,F09,16
1,cc1629,106,F09,10
1,cc1629,107,F09,10
1,cc1629,108,F09,10
1,cc1629,109,F09,10
1,cc1629,110,F09,10
1,cc1629,111,F09,10
1,cc1629,112,F09,10
1,23,1,F10,34
1,23,2,F10,34
1,23,3,F10,34
1,23,4,F10,34
1,23,5,F10,34
1,23,6,F10,34
1,23,7,F10,34
1,23,22,F10,40
1,23,23,F10,40
1,23,24,F10,40
1,23,25,F10,40
1,23,26,F10,40
1,23,27,F10,40
1,23,28,F10,40
1,23,43,F10,28
1,23,44,F10,28
1,23,45,F10,28
1,23,46,F10,28
1,23,47,F10,28
1,23,48,F10,28
1,23,49,F10,28
1,23,64,F10,22
1,23,65,F10,22
1,23,66,F10,22
1,23,67,F10,22
1,23,68,F10,22
1,23,69,F10,22
1,23,70,F10,22
1,23,85,F10,16
1,23,86,F10,16
1,23,87,F10,16
1,23,88,F10,16
1,23,89,F10,16
1,23,90,F10,16
1,23,91,F10,16
1,23,106,F10,10
1,23,107,F10,10
1,23,108,F10,10
1,23,109,F10,10
1,23,110,F10,10
1,23,111,F10,10
1,23,112,F10,10
1,1,1,F11,34
1,1,2,F11,34
1,1,3,F11,34
1,1,4,F11,34
1,1,5,F11,34
1,1,6,F11,34
1,1,7,F11,34
1,1,22,F11,40
1,1,23,F11,40
1,1,24,F11,40
1,1,25,F11,40
1,1,26,F11,40
1,1,27,F11,40
1,1,28,F11,40
1,1,43,F11,28
1,1,44,F11,28
1,1,45,F11,28
1,1,46,F11,28
1,1,47,F11,28
1,1,48,F11,28
1,1,49,F11,28
1,1,64,F11,22
1,1,65,F11,22
1,1,66,F11,22
1,1,67,F11,22
1,1,68,F11,22
1,1,69,F11,22
1,1,70,F11,22
1,1,85,F11,16
1,1,86,F11,16
1,1,87,F11,16
1,1,88,F11,16
1,1,89,F11,16
1,1,90,F11,16
1,1,91,F11,16
1,1,106,F11,10
1,1,107,F11,10
1,1,108,F11,10
1,1,109,F11,10
1,1,110,F11,10
1,1,111,F11,10
1,1,112,F11,10
1,11,1,G02,34
1,11,2,G02,34
1,11,3,G02,34
1,11,4,G02,34
1,11,5,G02,34
1,11,6,G02,34
1,11,7,G02,34
1,11,22,G02,40
1,11,23,G02,40
1,11,24,G02,40
1,11,25,G02,40
1,11,26,G02,40
1,11,27,G02,40
1,11,28,G02,40
1,11,43,G02,28
1,11,44,G02,28
1,11,45,G02,28
1,11,46,G02,28
1,11,47,G02,28
1,11,48,G02,28
1,11,49,G02,28
1,11,64,G02,22
1,11,65,G02,22
1,11,66,G02,22
1,11,67,G02,22
1,11,68,G02,22
1,11,69,G02,22
1,11,70,G02,22
1,11,85,G02,16
1,11,86,G02,16
1,11,87,G02,16
1,11,88,G02,16
1,11,89,G02,16
1,11,90,G02,16
1,11,91,G02,16
1,11,106,G02,10
1,11,107,G02,10
1,11,108,G02,10
1,11,109,G02,10
1,11,110,G02,10
1,11,111,G02,10
1,11,112,G02,10
1,33,1,G03,34
1,33,2,G03,34
1,33,3,G03,34
1,33,4,G03,34
1,33,5,G03,34
1,33,6,G03,34
1,33,7,G03,34
1,33,22,G03,40
1,33,23,G03,40
1,33,24,G03,40
1,33,25,G03,40
1,33,26,G03,40
1,33,27,G03,40
1,33,28,G03,40
1,33,43,G03,28
1,33,44,G03,28
1,33,45,G03,28
1,33,46,G03,28
1,33,47,G03,28
1,33,48,G03,28
1,33,49,G03,28
1,33,64,G03,22
1,33,65,G03,22
1,33,66,G03,22
1,33,67,G03,22
1,33,68,G03,22
1,33,69,G03,22
1,33,70,G03,22
1,33,85,G03,16
1,33,86,G03,16
1,33,87,G03,16
1,33,88,G03,16
1,33,89,G03,16
1,33,90,G03,16
1,33,91,G03,16
1,33,106,G03,10
1,33,107,G03,10
1,33,108,G03,10
1,33,109,G03,10
1,33,110,G03,10
1,33,111,G03,10
1,33,112,G03,10
2,28,8,B02,34
2,28,9,B02,34
2,28,10,B02,34
2,28,11,B02,34
2,28,12,B02,34
2,28,13,B02,34
2,28,14,B02,34
2,28,29,B02,40
2,28,30,B02,40
2,28,31,B02,40
2,28,32,B02,40
2,28,33,B02,40
2,28,34,B02,40
2,28,35,B02,40
2,28,50,B02,28
2,28,51,B02,28
2,28,52,B02,28
2,28,53,B02,28
2,28,54,B02,28
2,28,55,B02,28
2,28,56,B02,28
2,28,71,B02,22
2,28,72,B02,22
2,28,73,B02,22
2,28,74,B02,22
2,28,75,B02,22
2,28,76,B02,22
2,28,77,B02,22
2,28,92,B02,16
2,28,93,B02,16
2,28,94,B02,16
2,28,95,B02,16
2,28,96,B02,16
2,28,97,B02,16
2,28,98,B02,16
2,28,113,B02,10
2,28,114,B02,10
2,28,115,B02,10
2,28,116,B02,10
2,28,117,B02,10
2,28,118,B02,10
2,28,119,B02,10
2,4,8,B03,34
2,4,9,B03,34
2,4,10,B03,34
2,4,11,B03,34
2,4,12,B03,34
2,4,13,B03,34
2,4,14,B03,34
2,4,29,B03,40
2,4,30,B03,40
2,4,31,B03,40
2,4,32,B03,40
2,4,33,B03,40
2,4,34,B03,40
2,4,35,B03,40
2,4,50,B03,28
2,4,51,B03,28
2,4,52,B03,28
2,4,53,B03,28
2,4,54,B03,28
2,4,55,B03,28
2,4,56,B03,28
2,4,71,B03,22
2,4,72,B03,22
2,4,73,B03,22
2,4,74,B03,22
2,4,75,B03,22
2,4,76,B03,22
2,4,77,B03,22
2,4,92,B03,16
2,4,93,B03,16
2,4,94,B03,16
2,4,95,B03,16
2,4,96,B03,16
2,4,97,B03,16
2,4,98,B03,16
2,4,113,B03,10
2,4,114,B03,10
2,4,115,B03,10
2,4,116,B03,10
2,4,117,B03,10
2,4,118,B03,10
2,4,119,B03,10
2,31,8,B04,34
2,31,9,B04,34
2,31,10,B04,34
2,31,11,B04,34
2,31,12,B04,34
2,31,13,B04,34
2,31,14,B04,34
2,31,29,B04,40
2,31,30,B04,40
2,31,31,B04,40
2,31,32,B04,40
2,31,33,B04,40
2,31,34,B04,40
2,31,35,B04,40
2,31,50,B04,28
2,31,51,B04,28
2,31,52,B04,28
2,31,53,B04,28
2,31,54,B04,28
2,31,55,B04,28
2,31,56,B04,28
2,31,71,B04,22
2,31,72,B04,22
2,31,73,B04,22
2,31,74,B04,22
2,31,75,B04,22
2,31,76,B04,22
2,31,77,B04,22
2,31,92,B04,16
2,31,93,B04,16
2,31,94,B04,16
2,31,95,B04,16
2,31,96,B04,16
2,31,97,B04,16
2,31,98,B04,16
2,31,113,B04,10
2,31,114,B04,10
2,31,115,B04,10
2,31,116,B04,10
2,31,117,B04,10
2,31,118,B04,10
2,31,119,B04,10
2,22,8,B05,34
2,22,9,B05,34
2,22,10,B05,34
2,22,11,B05,34
2,22,12,B05,34
2,22,13,B05,34
2,22,14,B05,34
2,22,29,B05,40
2,22,30,B05,40
2,22,31,B05,40
2,22,32,B05,40
2,22,33,B05,40
2,22,34,B05,40
2,22,35,B05,40
2,22,50,B05,28
2,22,51,B05,28
2,22,52,B05,28
2,22,53,B05,28
2,22,54,B05,28
2,22,55,B05,28
2,22,56,B05,28
2,22,71,B05,22
2,22,72,B05,22
2,22,73,B05,22
2,22,74,B05,22
2,22,75,B05,22
2,22,76,B05,22
2,22,77,B05,22
2,22,92,B05,16
2,22,93,B05,16
2,22,94,B05,16
2,22,95,B05,16
2,22,96,B05,16
2,22,97,B05,16
2,22,98,B05,16
2,22,113,B05,10
2,22,114,B05,10
2,22,115,B05,10
2,22,116,B05,10
2,22,117,B05,10
2,22,118,B05,10
2,22,119,B05,10
2,anc2,8,B06,34
2,anc2,9,B06,34
2,anc2,10,B06,34
2,anc2,11,B06,34
2,anc2,12,B06,34
2,anc2,13,B06,34
2,anc2,14,B06,34
2,anc2,29,B06,40
2,anc2,30,B06,40
2,anc2,31,B06,40
2,anc2,32,B06,40
2,anc2,33,B06,40
2,anc2,34,B06,40
2,anc2,35,B06,40
2,anc2,50,B06,28
2,anc2,51,B06,28
2,anc2,52,B06,28
2,anc2,53,B06,28
2,anc2,54,B06,28
2,anc2,55,B06,28
2,anc2,56,B06,28
2,anc2,71,B06,22
2,anc2,72,B06,22
2,anc2,73,B06,22
2,anc2,74,B06,22
2,anc2,75,B06,22
2,anc2,76,B06,22
2,anc2,77,B06,22
2,anc2,92,B06,16
2,anc2,93,B06,16
2,anc2,94,B06,16
2,anc2,95,B06,16
2,anc2,96,B06,16
2,anc2,97,B06,16
2,anc2,98,B06,16
2,anc2,113,B06,10
2,anc2,114,B06,10
2,anc2,115,B06,10
2,anc2,116,B06,10
2,anc2,117,B06,10
2,anc2,118,B06,10
2,anc2,119,B06,10
2,27,8,B07,34
2,27,9,B07,34
2,27,10,B07,34
2,27,11,B07,34
2,27,12,B07,34
2,27,13,B07,34
2,27,14,B07,34
2,27,29,B07,40
2,27,30,B07,40
2,27,31,B07,40
2,27,32,B07,40
2,27,33,B07,40
2,27,34,B07,40
2,27,35,B07,40
2,27,50,B07,28
2,27,51,B07,28
2,27,52,B07,28
2,27,53,B07,28
2,27,54,B07,28
2,27,55,B07,28
2,27,56,B07,28
2,27,71,B07,22
2,27,72,B07,22
2,27,73,B07,22
2,27,74,B07,22
2,27,75,B07,22
2,27,76,B07,22
2,27,77,B07,22
2,27,92,B07,16
2,27,93,B07,16
2,27,94,B07,16
2,27,95,B07,16
2,27,96,B07,16
2,27,97,B07,16
2,27,98,B07,16
2,27,113,B07,10
2,27,114,B07,10
2,27,115,B07,10
2,27,116,B07,10
2,27,117,B07,10
2,27,118,B07,10
2,27,119,B07,10
2,17,8,B08,34
2,17,9,B08,34
2,17,10,B08,34
2,17,11,B08,34
2,17,12,B08,34
2,17,13,B08,34
2,17,14,B08,34
2,17,29,B08,40
2,17,30,B08,40
2,17,31,B08,40
2,17,32,B08,40
2,17,33,B08,40
2,17,34,B08,40
2,17,35,B08,40
2,17,50,B08,28
2,17,51,B08,28
2,17,52,B08,28
2,17,53,B08,28
2,17,54,B08,28
2,17,55,B08,28
