file_name,path,plate,well,date_time,RFU,unique_id,replicate,colour,x,Population,Ancestor_ID,Treatment,Note,temperature,population_id,round,keep,inoculation,state
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate14,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,14,B07,2018-09-26T23:44:58Z,18,B07_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,35,14_B07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate14,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,14,C07,2018-09-26T23:44:58Z,7,C07_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,35,14_C07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate14,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,14,D07,2018-09-26T23:44:58Z,11,D07_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,35,14_D07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate14,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,14,E07,2018-09-26T23:44:58Z,12,E07_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,35,14_E07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate14,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,14,F07,2018-09-26T23:44:58Z,8,F07_24_Anc 4_C,NA,gx,NA,24,Anc 4,C,NA,35,14_F07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate14,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,14,G07,2018-09-26T23:44:58Z,3,G07_combo_NA_NA,NA,blank,NA,combo,NA,COMBO,NA,35,14_G07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate15,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,15,B07,2018-09-26T23:52:16Z,12,B07_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,35,15_B07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate15,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,15,C07,2018-09-26T23:52:16Z,12,C07_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,35,15_C07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate15,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,15,D07,2018-09-26T23:52:16Z,10,D07_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,35,15_D07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate15,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,15,E07,2018-09-26T23:52:16Z,12,E07_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,35,15_E07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate15,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,15,F07,2018-09-26T23:52:16Z,9,F07_24_Anc 4_C,NA,gx,NA,24,Anc 4,C,NA,35,15_F07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate15,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,15,G07,2018-09-26T23:52:16Z,3,G07_combo_NA_NA,NA,blank,NA,combo,NA,COMBO,NA,35,15_G07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate16,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,16,B07,2018-09-26T23:59:31Z,13,B07_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,35,16_B07,repeat,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate16,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,16,C07,2018-09-26T23:59:31Z,8,C07_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,35,16_C07,repeat,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate16,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,16,D07,2018-09-26T23:59:31Z,8,D07_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,35,16_D07,repeat,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate16,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,16,E07,2018-09-26T23:59:31Z,16,E07_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,35,16_E07,repeat,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate16,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,16,F07,2018-09-26T23:59:31Z,11,F07_24_Anc 4_C,NA,gx,NA,24,Anc 4,C,NA,35,16_F07,repeat,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate16,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,16,G07,2018-09-26T23:59:31Z,1,G07_combo_NA_NA,NA,blank,NA,combo,NA,COMBO,NA,35,16_G07,repeat,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate17,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,17,B07,2018-09-27T00:07:14Z,21,B07_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,12,17_B07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate17,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,17,C07,2018-09-27T00:07:14Z,10,C07_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,12,17_C07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate17,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,17,D07,2018-09-27T00:07:14Z,10,D07_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,12,17_D07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate17,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,17,E07,2018-09-27T00:07:14Z,15,E07_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,12,17_E07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate17,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,17,F07,2018-09-27T00:07:14Z,7,F07_24_Anc 4_C,NA,gx,NA,24,Anc 4,C,NA,12,17_F07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate17,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,17,G07,2018-09-27T00:07:14Z,5,G07_combo_NA_NA,NA,blank,NA,combo,NA,COMBO,NA,12,17_G07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate18,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,18,B07,2018-09-27T00:14:50Z,15,B07_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,12,18_B07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate18,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,18,C07,2018-09-27T00:14:50Z,12,C07_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,12,18_C07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate18,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,18,D07,2018-09-27T00:14:50Z,11,D07_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,12,18_D07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate18,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,18,E07,2018-09-27T00:14:50Z,14,E07_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,12,18_E07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate18,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,18,F07,2018-09-27T00:14:50Z,6,F07_24_Anc 4_C,NA,gx,NA,24,Anc 4,C,NA,12,18_F07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate18,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,18,G07,2018-09-27T00:14:50Z,4,G07_combo_NA_NA,NA,blank,NA,combo,NA,COMBO,NA,12,18_G07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate19,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,19,B07,2018-09-27T00:22:12Z,19,B07_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,12,19_B07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate19,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,19,C07,2018-09-27T00:22:12Z,9,C07_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,12,19_C07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate19,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,19,D07,2018-09-27T00:22:12Z,12,D07_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,12,19_D07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate19,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,19,E07,2018-09-27T00:22:12Z,10,E07_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,12,19_E07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate19,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,19,F07,2018-09-27T00:22:12Z,8,F07_24_Anc 4_C,NA,gx,NA,24,Anc 4,C,NA,12,19_F07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate19,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,19,G07,2018-09-27T00:22:12Z,3,G07_combo_NA_NA,NA,blank,NA,combo,NA,COMBO,NA,12,19_G07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate2,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,2,B07,2018-09-26T22:08:18Z,14,B07_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,20,2_B07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate2,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,2,C07,2018-09-26T22:08:18Z,8,C07_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,20,2_C07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate2,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,2,D07,2018-09-26T22:08:18Z,12,D07_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,20,2_D07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate2,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,2,E07,2018-09-26T22:08:18Z,15,E07_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,20,2_E07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate2,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,2,F07,2018-09-26T22:08:18Z,8,F07_24_Anc 4_C,NA,gx,NA,24,Anc 4,C,NA,20,2_F07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate2,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,2,G07,2018-09-26T22:08:18Z,2,G07_combo_NA_NA,NA,blank,NA,combo,NA,COMBO,NA,20,2_G07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate20,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,20,B07,2018-09-27T00:29:33Z,14,B07_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,12,20_B07,repeat,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate20,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,20,C07,2018-09-27T00:29:33Z,7,C07_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,12,20_C07,repeat,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate20,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,20,D07,2018-09-27T00:29:33Z,8,D07_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,12,20_D07,repeat,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate20,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,20,E07,2018-09-27T00:29:33Z,16,E07_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,12,20_E07,repeat,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate20,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,20,F07,2018-09-27T00:29:33Z,6,F07_24_Anc 4_C,NA,gx,NA,24,Anc 4,C,NA,12,20_F07,repeat,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate20,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,20,G07,2018-09-27T00:29:33Z,4,G07_combo_NA_NA,NA,blank,NA,combo,NA,COMBO,NA,12,20_G07,repeat,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate21,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,21,B07,2018-09-27T00:37:18Z,21,B07_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,8,21_B07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate21,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,21,C07,2018-09-27T00:37:18Z,10,C07_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,8,21_C07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate21,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,21,D07,2018-09-27T00:37:18Z,10,D07_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,8,21_D07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate21,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,21,E07,2018-09-27T00:37:18Z,14,E07_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,8,21_E07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate21,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,21,F07,2018-09-27T00:37:18Z,8,F07_24_Anc 4_C,NA,gx,NA,24,Anc 4,C,NA,8,21_F07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate21,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,21,G07,2018-09-27T00:37:18Z,3,G07_combo_NA_NA,NA,blank,NA,combo,NA,COMBO,NA,8,21_G07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate22,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,22,B07,2018-09-27T00:44:34Z,14,B07_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,8,22_B07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate22,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,22,C07,2018-09-27T00:44:34Z,12,C07_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,8,22_C07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate22,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,22,D07,2018-09-27T00:44:34Z,9,D07_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,8,22_D07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate22,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,22,E07,2018-09-27T00:44:34Z,14,E07_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,8,22_E07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate22,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,22,F07,2018-09-27T00:44:34Z,6,F07_24_Anc 4_C,NA,gx,NA,24,Anc 4,C,NA,8,22_F07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate22,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,22,G07,2018-09-27T00:44:34Z,4,G07_combo_NA_NA,NA,blank,NA,combo,NA,COMBO,NA,8,22_G07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate23,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,23,B07,2018-09-27T00:51:51Z,18,B07_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,8,23_B07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate23,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,23,C07,2018-09-27T00:51:51Z,8,C07_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,8,23_C07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate23,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,23,D07,2018-09-27T00:51:51Z,10,D07_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,8,23_D07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate23,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,23,E07,2018-09-27T00:51:51Z,16,E07_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,8,23_E07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate23,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,23,F07,2018-09-27T00:51:51Z,5,F07_24_Anc 4_C,NA,gx,NA,24,Anc 4,C,NA,8,23_F07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate23,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,23,G07,2018-09-27T00:51:51Z,3,G07_combo_NA_NA,NA,blank,NA,combo,NA,COMBO,NA,8,23_G07,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate24,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,24,B07,2018-09-27T00:59:10Z,17,B07_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,8,24_B07,repeat,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate24,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,24,C07,2018-09-27T00:59:10Z,7,C07_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,8,24_C07,repeat,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate24,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,24,D07,2018-09-27T00:59:10Z,6,D07_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,8,24_D07,repeat,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate24,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,24,E07,2018-09-27T00:59:10Z,14,E07_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,8,24_E07,repeat,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate24,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,24,F07,2018-09-27T00:59:10Z,6,F07_24_Anc 4_C,NA,gx,NA,24,Anc 4,C,NA,8,24_F07,repeat,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate24,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,24,G07,2018-09-27T00:59:10Z,4,G07_combo_NA_NA,NA,blank,NA,combo,NA,COMBO,NA,8,24_G07,repeat,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,B07,2018-09-26T22:15:42Z,16,B07_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,NA,25_B07,single,yes,yes,time0
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,C07,2018-09-26T22:15:42Z,9,C07_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,NA,25_C07,single,yes,yes,time0
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,D07,2018-09-26T22:15:42Z,11,D07_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,NA,25_D07,single,yes,yes,time0
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,E07,2018-09-26T22:15:42Z,15,E07_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,NA,25_E07,single,yes,yes,time0
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate25,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,25,F07,2018-09-26T22:15:42Z,8,F07_24_Anc 4_C,NA,gx,NA,24,Anc 4,C,NA,NA,25_F07,single,yes,yes,time0
