file_name,path,plate,well,date_time,RFU,unique_id,replicate,colour,x,Population,Ancestor_ID,Treatment,Note,temperature,population_id,round,keep,inoculation,state
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate1,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,1,B02,2018-09-26T21:59:36Z,14,B02_35_Anc 4_BS,NA,w,NA,35,Anc 4,BS,NA,20,1_B02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate1,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,1,C02,2018-09-26T21:59:36Z,13,C02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,20,1_C02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate1,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,1,D02,2018-09-26T21:59:36Z,17,D02_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,20,1_D02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate1,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,1,E02,2018-09-26T21:59:36Z,15,E02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,20,1_E02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate1,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,1,F02,2018-09-26T21:59:36Z,7,F02_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,20,1_F02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate1,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,1,G02,2018-09-26T21:59:36Z,12,G02_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,20,1_G02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate10,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,10,B02,2018-09-26T23:14:59Z,16,B02_35_Anc 4_BS,NA,w,NA,35,Anc 4,BS,NA,25,10_B02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate10,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,10,C02,2018-09-26T23:14:59Z,12,C02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,25,10_C02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate10,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,10,D02,2018-09-26T23:14:59Z,13,D02_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,25,10_D02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate10,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,10,E02,2018-09-26T23:14:59Z,12,E02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,25,10_E02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate10,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,10,F02,2018-09-26T23:14:59Z,7,F02_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,25,10_F02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate10,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,10,G02,2018-09-26T23:14:59Z,12,G02_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,25,10_G02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate12,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,12,B02,2018-09-26T23:30:23Z,14,B02_35_Anc 4_BS,NA,w,NA,35,Anc 4,BS,NA,25,12_B02,repeat,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate12,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,12,C02,2018-09-26T23:30:23Z,14,C02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,25,12_C02,repeat,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate12,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,12,D02,2018-09-26T23:30:23Z,11,D02_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,25,12_D02,repeat,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate12,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,12,E02,2018-09-26T23:30:23Z,10,E02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,25,12_E02,repeat,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate12,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,12,F02,2018-09-26T23:30:23Z,8,F02_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,25,12_F02,repeat,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate12,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,12,G02,2018-09-26T23:30:23Z,10,G02_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,25,12_G02,repeat,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate13,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,13,B02,2018-09-26T23:37:42Z,15,B02_35_Anc 4_BS,NA,w,NA,35,Anc 4,BS,NA,35,13_B02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate13,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,13,C02,2018-09-26T23:37:42Z,16,C02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,35,13_C02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate13,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,13,D02,2018-09-26T23:37:42Z,16,D02_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,35,13_D02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate13,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,13,E02,2018-09-26T23:37:42Z,19,E02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,35,13_E02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate13,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,13,F02,2018-09-26T23:37:42Z,6,F02_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,35,13_F02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate13,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,13,G02,2018-09-26T23:37:42Z,12,G02_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,35,13_G02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate14,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,14,B02,2018-09-26T23:44:58Z,8,B02_35_Anc 4_BS,NA,w,NA,35,Anc 4,BS,NA,35,14_B02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate14,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,14,C02,2018-09-26T23:44:58Z,13,C02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,35,14_C02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate14,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,14,D02,2018-09-26T23:44:58Z,14,D02_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,35,14_D02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate14,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,14,E02,2018-09-26T23:44:58Z,14,E02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,35,14_E02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate14,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,14,F02,2018-09-26T23:44:58Z,9,F02_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,35,14_F02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate14,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,14,G02,2018-09-26T23:44:58Z,7,G02_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,35,14_G02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate15,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,15,B02,2018-09-26T23:52:16Z,13,B02_35_Anc 4_BS,NA,w,NA,35,Anc 4,BS,NA,35,15_B02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate15,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,15,C02,2018-09-26T23:52:16Z,14,C02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,35,15_C02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate15,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,15,D02,2018-09-26T23:52:16Z,16,D02_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,35,15_D02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate15,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,15,E02,2018-09-26T23:52:16Z,10,E02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,35,15_E02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate15,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,15,F02,2018-09-26T23:52:16Z,8,F02_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,35,15_F02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate15,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,15,G02,2018-09-26T23:52:16Z,10,G02_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,35,15_G02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate16,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,16,B02,2018-09-26T23:59:31Z,6,B02_35_Anc 4_BS,NA,w,NA,35,Anc 4,BS,NA,35,16_B02,repeat,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate16,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,16,C02,2018-09-26T23:59:31Z,12,C02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,35,16_C02,repeat,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate16,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,16,D02,2018-09-26T23:59:31Z,18,D02_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,35,16_D02,repeat,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate16,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,16,E02,2018-09-26T23:59:31Z,15,E02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,35,16_E02,repeat,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate16,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,16,F02,2018-09-26T23:59:31Z,10,F02_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,35,16_F02,repeat,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate16,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,16,G02,2018-09-26T23:59:31Z,10,G02_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,35,16_G02,repeat,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate17,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,17,B02,2018-09-27T00:07:14Z,9,B02_35_Anc 4_BS,NA,w,NA,35,Anc 4,BS,NA,12,17_B02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate17,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,17,C02,2018-09-27T00:07:14Z,15,C02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,12,17_C02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate17,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,17,D02,2018-09-27T00:07:14Z,14,D02_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,12,17_D02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate17,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,17,E02,2018-09-27T00:07:14Z,18,E02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,12,17_E02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate17,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,17,F02,2018-09-27T00:07:14Z,6,F02_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,12,17_F02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate17,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,17,G02,2018-09-27T00:07:14Z,6,G02_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,12,17_G02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate18,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,18,B02,2018-09-27T00:14:50Z,9,B02_35_Anc 4_BS,NA,w,NA,35,Anc 4,BS,NA,12,18_B02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate18,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,18,C02,2018-09-27T00:14:50Z,15,C02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,12,18_C02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate18,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,18,D02,2018-09-27T00:14:50Z,17,D02_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,12,18_D02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate18,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,18,E02,2018-09-27T00:14:50Z,17,E02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,12,18_E02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate18,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,18,F02,2018-09-27T00:14:50Z,9,F02_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,12,18_F02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate18,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,18,G02,2018-09-27T00:14:50Z,9,G02_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,12,18_G02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate19,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,19,B02,2018-09-27T00:22:12Z,12,B02_35_Anc 4_BS,NA,w,NA,35,Anc 4,BS,NA,12,19_B02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate19,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,19,C02,2018-09-27T00:22:12Z,18,C02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,12,19_C02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate19,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,19,D02,2018-09-27T00:22:12Z,16,D02_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,12,19_D02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate19,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,19,E02,2018-09-27T00:22:12Z,14,E02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,12,19_E02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate19,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,19,F02,2018-09-27T00:22:12Z,7,F02_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,12,19_F02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate19,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,19,G02,2018-09-27T00:22:12Z,7,G02_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,12,19_G02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate2,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,2,B02,2018-09-26T22:08:18Z,12,B02_35_Anc 4_BS,NA,w,NA,35,Anc 4,BS,NA,20,2_B02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate2,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,2,C02,2018-09-26T22:08:18Z,11,C02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,20,2_C02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate2,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,2,D02,2018-09-26T22:08:18Z,16,D02_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,20,2_D02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate2,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,2,E02,2018-09-26T22:08:18Z,14,E02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,20,2_E02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate2,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,2,F02,2018-09-26T22:08:18Z,8,F02_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,20,2_F02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate2,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,2,G02,2018-09-26T22:08:18Z,8,G02_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,20,2_G02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate20,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,20,B02,2018-09-27T00:29:33Z,7,B02_35_Anc 4_BS,NA,w,NA,35,Anc 4,BS,NA,12,20_B02,repeat,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate20,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,20,C02,2018-09-27T00:29:33Z,12,C02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,12,20_C02,repeat,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate20,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,20,D02,2018-09-27T00:29:33Z,12,D02_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,12,20_D02,repeat,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate20,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,20,E02,2018-09-27T00:29:33Z,13,E02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,12,20_E02,repeat,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate20,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,20,F02,2018-09-27T00:29:33Z,7,F02_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,12,20_F02,repeat,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate20,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,20,G02,2018-09-27T00:29:33Z,6,G02_11_Anc 4_N,NA,yx,NA,11,Anc 4,N,NA,12,20_G02,repeat,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate21,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,21,B02,2018-09-27T00:37:18Z,10,B02_35_Anc 4_BS,NA,w,NA,35,Anc 4,BS,NA,8,21_B02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate21,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,21,C02,2018-09-27T00:37:18Z,16,C02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,8,21_C02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate21,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,21,D02,2018-09-27T00:37:18Z,17,D02_21_Anc 4_B,NA,g,NA,21,Anc 4,B,NA,8,21_D02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate21,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,21,E02,2018-09-27T00:37:18Z,12,E02_15_Anc 4_S,NA,b,NA,15,Anc 4,S,NA,8,21_E02,single,yes,yes,growth
data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-plate21,data-raw/anc4-pilot-september2018/anc4-pilot-2018-09-26/anc4-pilot-setup-2018-09-26-,21,F02,2018-09-27T00:37:18Z,9,F02_anc4_NA_NA,NA,wx,NA,anc4,NA,Anc4,NA,8,21_F02,single,yes,yes,growth
